,Year,Commodity,Country,LRIC q15
33,2016,Meat and meat preparations,Malaysia,0.0023301355008120994
34,2016,Meat and meat preparations,Portugal,0.00231852624298156
35,2016,Meat and meat preparations,Kenya,0.0023028138099188337
36,2016,Meat and meat preparations,Namibia,0.002287668634186592
37,2016,Meat and meat preparations,Guatemala,0.002268243881458079
38,2016,Meat and meat preparations,Israel,0.0016302701143649334
39,2016,Meat and meat preparations,Turkey,0.0013529011304039037
40,2016,Meat and meat preparations,Japan,0.0012909752388111948
41,2016,Meat and meat preparations,Estonia,0.0011947249408654533
42,2016,Meat and meat preparations,Croatia,0.0011726023030652858
43,2016,Meat and meat preparations,Nicaragua,0.001140049000324453
44,2016,Meat and meat preparations,Bolivia (Plurinational State of),0.0011337219345834363
45,2016,Meat and meat preparations,Jordan,0.0006411551542191033
46,2016,Meat and meat preparations,Rep. of Korea,0.0005373545908933861
47,2016,Meat and meat preparations,United Arab Emirates,0.000450223506394904
48,2016,Meat and meat preparations,Peru,0.0004208365363799312
49,2016,Meat and meat preparations,Mauritius,0.00023593080635342774
50,2016,Meat and meat preparations,Singapore,0.0002035271180623796
51,2016,Meat and meat preparations,Sweden,0.00017433657014948617
52,2016,Meat and meat preparations,Viet Nam,0.00013550240259321562
53,2016,Meat and meat preparations,Romania,0.00012356509549566225
54,2016,Meat and meat preparations,Kyrgyzstan,0.00011410168750650321
55,2016,Meat and meat preparations,Lebanon,0.00011179847472094765
56,2016,Meat and meat preparations,Jamaica,0.00011003567028131378
57,2016,Meat and meat preparations,Sri Lanka,0.00010464638122152275
58,2016,Meat and meat preparations,Qatar,0.00010312716113660837
59,2016,Meat and meat preparations,Uganda,9.094423380673266e-05
60,2016,Meat and meat preparations,Norway,5.983521441622737e-05
61,2016,Meat and meat preparations,Finland,5.8080713934274254e-05
62,2016,Meat and meat preparations,Bulgaria,5.062813006672693e-05
63,2016,Meat and meat preparations,Latvia,4.9544578722252797e-05
64,2016,Meat and meat preparations,Barbados,4.6871288760192724e-05
65,2016,Meat and meat preparations,Kazakhstan,4.5318909766419624e-05
66,2016,Meat and meat preparations,Greece,4.0967865692942843e-05
67,2016,Meat and meat preparations,Slovenia,3.929498540071849e-05
68,2016,Meat and meat preparations,Switzerland,3.031577366659665e-05
69,2016,Meat and meat preparations,Indonesia,2.911048008064742e-05
70,2016,Meat and meat preparations,Botswana,2.884561768768133e-05
71,2016,Meat and meat preparations,Georgia,2.8758948963700505e-05
72,2016,Meat and meat preparations,Morocco,2.6589605951982824e-05
73,2016,Meat and meat preparations,Iceland,2.4665941539888757e-05
74,2016,Meat and meat preparations,Philippines,2.3546545812328275e-05
75,2016,Meat and meat preparations,Fiji,2.3359625494726555e-05
76,2016,Meat and meat preparations,Mexico,2.1301604072875507e-05
77,2016,Meat and meat preparations,Dominican Rep.,2.0619453638347027e-05
78,2016,Meat and meat preparations,Cyprus,2.003725799188384e-05
79,2016,Meat and meat preparations,Benin,1.9161403804504115e-05
80,2016,Meat and meat preparations,Pakistan,1.782594218314604e-05
81,2016,Meat and meat preparations,Kuwait,1.761672426989889e-05
82,2016,Meat and meat preparations,North Macedonia,1.750750963314743e-05
83,2016,Meat and meat preparations,Belize,1.4689603511717985e-05
84,2016,Meat and meat preparations,Montenegro,1.371701115838974e-05
85,2016,Meat and meat preparations,Colombia,1.1751755926908054e-05
86,2016,Meat and meat preparations,Albania,1.1691441362574962e-05
87,2016,Meat and meat preparations,Rep. of Moldova,1.1386746113734968e-05
88,2016,Meat and meat preparations,Armenia,9.734520143391373e-06
89,2016,Meat and meat preparations,Luxembourg,8.9304539764533e-06
90,2016,Meat and meat preparations,Senegal,7.592504273629655e-06
91,2016,Meat and meat preparations,Zimbabwe,5.346729195813697e-06
92,2016,Meat and meat preparations,Myanmar,5.092460878342894e-06
93,2016,Meat and meat preparations,Lao People's Dem. Rep.,4.559554578873724e-06
94,2016,Meat and meat preparations,State of Palestine,3.662116877007726e-06
95,2016,Meat and meat preparations,El Salvador,2.9454393448512505e-06
96,2016,Meat and meat preparations,Azerbaijan,2.613205807134575e-06
97,2016,Meat and meat preparations,Lesotho,2.4823186963867574e-06
98,2016,Meat and meat preparations,Zambia,2.4472185106499306e-06
99,2016,Meat and meat preparations,Dem. Rep. of the Congo,2.380806304263167e-06
100,2016,Meat and meat preparations,Madagascar,2.246457362714657e-06
101,2016,Meat and meat preparations,Ecuador,1.8954048500736373e-06
102,2016,Meat and meat preparations,Congo,1.5112267741107097e-06
103,2016,Meat and meat preparations,Aruba,1.5101981417987613e-06
104,2016,Meat and meat preparations,Guyana,1.1399353748837604e-06
105,2016,Meat and meat preparations,Mongolia,9.153019253434846e-07
106,2016,Meat and meat preparations,Bermuda,8.321365837399625e-07
107,2016,Meat and meat preparations,United Rep. of Tanzania,7.007377777570087e-07
108,2016,Meat and meat preparations,Brunei Darussalam,6.331497301654251e-07
109,2016,Meat and meat preparations,"China, Macao SAR",5.713022096876036e-07
110,2016,Meat and meat preparations,Niger,3.429382729113938e-07
111,2016,Meat and meat preparations,Mauritania,2.659342449484069e-07
112,2016,Meat and meat preparations,Nigeria,1.8419780632831447e-07
113,2016,Meat and meat preparations,Cambodia,1.3177089029857278e-07
114,2016,Meat and meat preparations,Burundi,0.0
115,2016,Meat and meat preparations,Cabo Verde,0.0
116,2016,Meat and meat preparations,Comoros,0.0
117,2016,Meat and meat preparations,Gambia,0.0
118,2016,Meat and meat preparations,Grenada,0.0
119,2016,Meat and meat preparations,Kiribati,0.0
120,2016,Meat and meat preparations,Sao Tome and Principe,0.0
121,2016,Meat and meat preparations,Seychelles,0.0
122,2016,Meat and meat preparations,Tajikistan,0.0
123,2016,Meat and meat preparations,Uzbekistan,0.0
124,2017,Meat and meat preparations,Germany,0.09340589612114725
125,2017,Meat and meat preparations,Netherlands,0.0893093822543782
126,2017,Meat and meat preparations,Brazil,0.07280969773636484
127,2017,Meat and meat preparations,Belgium,0.06954495147063479
128,2017,Meat and meat preparations,Uruguay,0.06400138215907075
129,2017,Meat and meat preparations,Argentina,0.06400138215907074
130,2017,Meat and meat preparations,Paraguay,0.06395720612701504
131,2017,Meat and meat preparations,USA,0.0619156003598613
132,2017,Meat and meat preparations,Denmark,0.06178463120118608
133,2017,Meat and meat preparations,Australia,0.06173465527784791
134,2017,Meat and meat preparations,Canada,0.05890463429562041
135,2017,Meat and meat preparations,France,0.04670472320544332
136,2017,Meat and meat preparations,Spain,0.03271865526574607
137,2017,Meat and meat preparations,Poland,0.02475826606581289
138,2017,Meat and meat preparations,Russian Federation,0.01308778224072688
139,2017,Meat and meat preparations,Ukraine,0.013010740617657982
140,2017,Meat and meat preparations,Belarus,0.013010159095837998
141,2017,Meat and meat preparations,China,0.00936612078270995
142,2017,Meat and meat preparations,Saudi Arabia,0.008067981852192986
143,2017,Meat and meat preparations,India,0.006655808329066096
144,2017,Meat and meat preparations,South Africa,0.006638562374945797
145,2017,Meat and meat preparations,Slovakia,0.003950340435043395
146,2017,Meat and meat preparations,Czechia,0.0038919821939463178
147,2017,Meat and meat preparations,Namibia,0.0038439093450659562
148,2017,Meat and meat preparations,Italy,0.0033331060587684525
149,2017,Meat and meat preparations,United Kingdom,0.0030732369786249246
150,2017,Meat and meat preparations,Ireland,0.0030716426553118624
151,2017,Meat and meat preparations,Thailand,0.0028208660565717312
152,2017,Meat and meat preparations,New Zealand,0.002813178560079242
153,2017,Meat and meat preparations,Malaysia,0.0027697483160430856
154,2017,Meat and meat preparations,"China, Hong Kong SAR",0.0027507784159152933
155,2017,Meat and meat preparations,Hungary,0.0026825350785465354
156,2017,Meat and meat preparations,Lithuania,0.0026556479235614982
157,2017,Meat and meat preparations,Portugal,0.002600637620397731
158,2017,Meat and meat preparations,Kenya,0.00259848269906487
159,2017,Meat and meat preparations,Serbia,0.002593901986385416
160,2017,Meat and meat preparations,Guatemala,0.002552854903999983
161,2017,Meat and meat preparations,Turkey,0.001710391414398643
162,2017,Meat and meat preparations,Israel,0.0014382860502724127
163,2017,Meat and meat preparations,Japan,0.0013956138857540927
164,2017,Meat and meat preparations,Romania,0.0013806079880764096
165,2017,Meat and meat preparations,Croatia,0.0013259728613922808
166,2017,Meat and meat preparations,Estonia,0.0013188879402763912
167,2017,Meat and meat preparations,Nicaragua,0.0012838778223389696
168,2017,Meat and meat preparations,Bolivia (Plurinational State of),0.0012738187573992626
169,2017,Meat and meat preparations,Benin,0.0012724433339595552
170,2017,Meat and meat preparations,Lebanon,0.0005367668681590998
171,2017,Meat and meat preparations,United Arab Emirates,0.00046915080879136157
172,2017,Meat and meat preparations,Mauritius,0.0003583674211316897
173,2017,Meat and meat preparations,Jordan,0.00022404808937214341
174,2017,Meat and meat preparations,Sweden,0.00021153154210537455
175,2017,Meat and meat preparations,Viet Nam,0.00018282343775160404
176,2017,Meat and meat preparations,Singapore,0.00016647525508619798
177,2017,Meat and meat preparations,Rep. of Korea,0.00014326595174996725
178,2017,Meat and meat preparations,Greece,0.0001281796314921164
179,2017,Meat and meat preparations,Norway,0.00011413303277620643
180,2017,Meat and meat preparations,Mexico,0.00010619760979523228
181,2017,Meat and meat preparations,Uganda,0.00010534420873601378
182,2017,Meat and meat preparations,Kyrgyzstan,9.749351570145795e-05
183,2017,Meat and meat preparations,Kuwait,8.62668639251865e-05
184,2017,Meat and meat preparations,Dem. Rep. of the Congo,8.443670472540569e-05
185,2017,Meat and meat preparations,Brunei Darussalam,8.314766559118045e-05
186,2017,Meat and meat preparations,Sri Lanka,7.911375740330929e-05
187,2017,Meat and meat preparations,Tajikistan,7.909817474062576e-05
188,2017,Meat and meat preparations,Philippines,6.556979365290138e-05
189,2017,Meat and meat preparations,Slovenia,5.4931126349190774e-05
190,2017,Meat and meat preparations,Bulgaria,5.293230810586632e-05
191,2017,Meat and meat preparations,Jamaica,5.2801260010480396e-05
192,2017,Meat and meat preparations,Barbados,5.0341761594007556e-05
193,2017,Meat and meat preparations,Fiji,4.8308445996256174e-05
194,2017,Meat and meat preparations,Georgia,4.7896775473916794e-05
195,2017,Meat and meat preparations,Colombia,4.470729171600448e-05
196,2017,Meat and meat preparations,Morocco,4.308245825265611e-05
197,2017,Meat and meat preparations,Latvia,4.083908146049095e-05
198,2017,Meat and meat preparations,Bosnia Herzegovina,3.9899963619247776e-05
199,2017,Meat and meat preparations,Switzerland,3.8853946369448406e-05
200,2017,Meat and meat preparations,Botswana,3.6092441808158986e-05
201,2017,Meat and meat preparations,Finland,3.489865273505271e-05
202,2017,Meat and meat preparations,Indonesia,3.029056251726498e-05
203,2017,Meat and meat preparations,Cyprus,2.8902422068020696e-05
204,2017,Meat and meat preparations,Kazakhstan,2.8032280756582718e-05
205,2017,Meat and meat preparations,Senegal,2.789670699421453e-05
206,2017,Meat and meat preparations,Luxembourg,2.7458787699089525e-05
207,2017,Meat and meat preparations,Pakistan,2.071523817865458e-05
208,2017,Meat and meat preparations,Niger,1.9363917496883868e-05
209,2017,Meat and meat preparations,North Macedonia,1.6206923410377172e-05
210,2017,Meat and meat preparations,Montenegro,1.536862916024666e-05
211,2017,Meat and meat preparations,Iceland,1.4926340297800824e-05
212,2017,Meat and meat preparations,Peru,1.141150382150165e-05
213,2017,Meat and meat preparations,Dominican Rep.,8.643227788070444e-06
214,2017,Meat and meat preparations,Armenia,8.311920894827056e-06
215,2017,Meat and meat preparations,Zimbabwe,7.333392676834688e-06
216,2017,Meat and meat preparations,Rep. of Moldova,6.944580539126814e-06
217,2017,Meat and meat preparations,Azerbaijan,5.007549556686696e-06
218,2017,Meat and meat preparations,Lao People's Dem. Rep.,4.491001471117253e-06
219,2017,Meat and meat preparations,El Salvador,3.5181689902502186e-06
220,2017,Meat and meat preparations,State of Palestine,3.255714827427117e-06
221,2017,Meat and meat preparations,Guyana,3.245999379301436e-06
222,2017,Meat and meat preparations,Myanmar,1.8259164588645e-06
223,2017,Meat and meat preparations,Mongolia,1.7276009744433376e-06
224,2017,Meat and meat preparations,Zambia,1.384161283332684e-06
225,2017,Meat and meat preparations,Belize,1.0394043295977675e-06
226,2017,Meat and meat preparations,Bermuda,1.0115051793806693e-06
227,2017,Meat and meat preparations,Qatar,9.973230056171767e-07
228,2017,Meat and meat preparations,Madagascar,7.284723239768346e-07
229,2017,Meat and meat preparations,United Rep. of Tanzania,5.72953441202696e-07
230,2017,Meat and meat preparations,Albania,5.535623354644854e-07
231,2017,Meat and meat preparations,Nigeria,4.3181189026628564e-07
232,2017,Meat and meat preparations,Mauritania,2.6951720101329064e-07
233,2017,Meat and meat preparations,"China, Macao SAR",8.439167146363545e-08
234,2017,Meat and meat preparations,Uzbekistan,8.439167146363545e-08
235,2017,Meat and meat preparations,Aruba,0.0
236,2017,Meat and meat preparations,Burundi,0.0
237,2017,Meat and meat preparations,Cabo Verde,0.0
238,2017,Meat and meat preparations,Cambodia,0.0
239,2017,Meat and meat preparations,Comoros,0.0
240,2017,Meat and meat preparations,Congo,0.0
241,2017,Meat and meat preparations,Ecuador,0.0
242,2017,Meat and meat preparations,Gambia,0.0
243,2017,Meat and meat preparations,Grenada,0.0
244,2017,Meat and meat preparations,Kiribati,0.0
245,2017,Meat and meat preparations,Lesotho,0.0
246,2017,Meat and meat preparations,Sao Tome and Principe,0.0
247,2017,Meat and meat preparations,Seychelles,0.0
248,2018,Meat and meat preparations,Germany,0.09600429731930703
249,2018,Meat and meat preparations,Netherlands,0.09104707007197807
250,2018,Meat and meat preparations,Brazil,0.07510124155548045
251,2018,Meat and meat preparations,Paraguay,0.06900459763648654
252,2018,Meat and meat preparations,Belgium,0.06676116029689447
253,2018,Meat and meat preparations,Denmark,0.0665325143089824
254,2018,Meat and meat preparations,Uruguay,0.06024096239076746
255,2018,Meat and meat preparations,Argentina,0.060240962390767455
256,2018,Meat and meat preparations,Australia,0.05915693005360521
257,2018,Meat and meat preparations,USA,0.05915632821751985
258,2018,Meat and meat preparations,Canada,0.057602679564100805
259,2018,Meat and meat preparations,France,0.04410849186247719
260,2018,Meat and meat preparations,Spain,0.03280938326684475
261,2018,Meat and meat preparations,Poland,0.02396498133726544
262,2018,Meat and meat preparations,Russian Federation,0.013980216843401817
263,2018,Meat and meat preparations,Belarus,0.013963439701555481
264,2018,Meat and meat preparations,Ukraine,0.013880850435433849
265,2018,Meat and meat preparations,Saudi Arabia,0.008928329597291063
266,2018,Meat and meat preparations,China,0.007824527580872718
267,2018,Meat and meat preparations,India,0.007673625686958565
268,2018,Meat and meat preparations,South Africa,0.006471539864683346
269,2018,Meat and meat preparations,Thailand,0.005227961106748631
270,2018,Meat and meat preparations,Czechia,0.003832193277066547
271,2018,Meat and meat preparations,Kenya,0.0037723222916653427
272,2018,Meat and meat preparations,Namibia,0.00377132669589666
273,2018,Meat and meat preparations,Uganda,0.0037677429258328315
274,2018,Meat and meat preparations,Italy,0.003486775911364109
275,2018,Meat and meat preparations,United Kingdom,0.0029692032661382214
276,2018,Meat and meat preparations,Ireland,0.0029612617540641117
277,2018,Meat and meat preparations,New Zealand,0.002857262351646627
278,2018,Meat and meat preparations,Slovakia,0.002627006544754357
279,2018,Meat and meat preparations,"China, Hong Kong SAR",0.0025958866508143667
280,2018,Meat and meat preparations,Portugal,0.002591414792244903
281,2018,Meat and meat preparations,Japan,0.002534110838915033
282,2018,Meat and meat preparations,Serbia,0.002527272482664768
283,2018,Meat and meat preparations,Guatemala,0.0024940180382822257
284,2018,Meat and meat preparations,Malaysia,0.0014759293310620154
285,2018,Meat and meat preparations,Hungary,0.0013867529381221032
286,2018,Meat and meat preparations,Lithuania,0.001361783537707826
287,2018,Meat and meat preparations,Croatia,0.0012944291603491588
288,2018,Meat and meat preparations,Estonia,0.0012898482691182586
289,2018,Meat and meat preparations,Kazakhstan,0.0012836583174678133
290,2018,Meat and meat preparations,Nicaragua,0.0012547590735035557
291,2018,Meat and meat preparations,Israel,0.0012514770746813884
292,2018,Meat and meat preparations,Bolivia (Plurinational State of),0.001247812700678924
293,2018,Meat and meat preparations,Benin,0.0012453112129171575
294,2018,Meat and meat preparations,Turkey,0.00032448970775907597
295,2018,Meat and meat preparations,Mauritius,0.0003233574094061618
296,2018,Meat and meat preparations,United Arab Emirates,0.0003123285877036177
297,2018,Meat and meat preparations,Singapore,0.0002645703068445088
298,2018,Meat and meat preparations,Jordan,0.00023243689266571032
299,2018,Meat and meat preparations,Greece,0.00021457028365995658
300,2018,Meat and meat preparations,Kuwait,0.0002140360441631378
301,2018,Meat and meat preparations,Rep. of Korea,0.00019479871469748437
302,2018,Meat and meat preparations,Kyrgyzstan,0.0001846094868505655
303,2018,Meat and meat preparations,United Rep. of Tanzania,0.00017462663200517236
304,2018,Meat and meat preparations,Qatar,0.00017137615022543148
305,2018,Meat and meat preparations,Dem. Rep. of the Congo,0.0001635364364128107
306,2018,Meat and meat preparations,Sri Lanka,0.00016125871266191384
307,2018,Meat and meat preparations,Jamaica,0.00010334621984629065
308,2018,Meat and meat preparations,Armenia,8.61191637727908e-05
309,2018,Meat and meat preparations,Sweden,8.482116347031936e-05
310,2018,Meat and meat preparations,Romania,7.835495577757555e-05
311,2018,Meat and meat preparations,Norway,7.16489737230237e-05
312,2018,Meat and meat preparations,Barbados,6.951680053564053e-05
313,2018,Meat and meat preparations,Switzerland,6.500230823901728e-05
314,2018,Meat and meat preparations,Philippines,5.296954998229724e-05
315,2018,Meat and meat preparations,Botswana,5.18635427966201e-05
316,2018,Meat and meat preparations,Colombia,5.025270434637896e-05
317,2018,Meat and meat preparations,Georgia,4.983828259881889e-05
318,2018,Meat and meat preparations,Slovenia,4.925257848297828e-05
319,2018,Meat and meat preparations,Bulgaria,4.834966686490225e-05
320,2018,Meat and meat preparations,Morocco,4.705674115503519e-05
321,2018,Meat and meat preparations,Viet Nam,4.461657864792773e-05
322,2018,Meat and meat preparations,Finland,4.378223885136376e-05
323,2018,Meat and meat preparations,Fiji,4.364381282884987e-05
324,2018,Meat and meat preparations,Pakistan,4.2510188994996415e-05
325,2018,Meat and meat preparations,Latvia,3.9201064874847844e-05
326,2018,Meat and meat preparations,Mongolia,3.391407274520039e-05
327,2018,Meat and meat preparations,Indonesia,3.279710452266646e-05
328,2018,Meat and meat preparations,Mexico,3.0533493723174385e-05
329,2018,Meat and meat preparations,Lebanon,2.842277405707625e-05
330,2018,Meat and meat preparations,Niger,2.63366509637224e-05
331,2018,Meat and meat preparations,North Macedonia,2.166028617960248e-05
332,2018,Meat and meat preparations,Bosnia Herzegovina,1.9733331293317943e-05
333,2018,Meat and meat preparations,Cyprus,1.922386917829524e-05
334,2018,Meat and meat preparations,Senegal,1.7484445017516443e-05
335,2018,Meat and meat preparations,Dominican Rep.,1.5587321405910304e-05
336,2018,Meat and meat preparations,Iceland,1.3810122103890282e-05
337,2018,Meat and meat preparations,Rep. of Moldova,1.177489531706915e-05
338,2018,Meat and meat preparations,Montenegro,1.101000486132198e-05
339,2018,Meat and meat preparations,Luxembourg,8.410758760736574e-06
340,2018,Meat and meat preparations,Zimbabwe,8.197844920365236e-06
341,2018,Meat and meat preparations,Brunei Darussalam,7.879483346329385e-06
342,2018,Meat and meat preparations,Seychelles,7.688228658227132e-06
343,2018,Meat and meat preparations,Peru,7.233871340611857e-06
344,2018,Meat and meat preparations,Lao People's Dem. Rep.,7.159695844559021e-06
345,2018,Meat and meat preparations,Myanmar,6.404764243424479e-06
346,2018,Meat and meat preparations,Azerbaijan,5.616326966159754e-06
347,2018,Meat and meat preparations,Madagascar,5.614929431921351e-06
348,2018,Meat and meat preparations,El Salvador,4.5669909466958906e-06
349,2018,Meat and meat preparations,Guyana,4.367040946279478e-06
350,2018,Meat and meat preparations,Albania,3.7774189323666303e-06
351,2018,Meat and meat preparations,Ecuador,3.7088900005068123e-06
352,2018,Meat and meat preparations,State of Palestine,3.47496644241773e-06
353,2018,Meat and meat preparations,Belize,3.3140881956712124e-06
354,2018,Meat and meat preparations,Sao Tome and Principe,2.189423278614508e-06
355,2018,Meat and meat preparations,Nigeria,2.0897730498925693e-06
356,2018,Meat and meat preparations,Zambia,1.380683378707844e-06
357,2018,Meat and meat preparations,Grenada,1.210818720254522e-06
358,2018,Meat and meat preparations,Bermuda,1.2043169697242e-06
359,2018,Meat and meat preparations,Tajikistan,1.2043169697242e-06
360,2018,Meat and meat preparations,Aruba,7.520960010321144e-07
361,2018,Meat and meat preparations,Mauritania,1.5191237420327287e-07
362,2018,Meat and meat preparations,Uzbekistan,1.5191237420327287e-07
363,2018,Meat and meat preparations,Cambodia,8.432465620293146e-08
364,2018,Meat and meat preparations,"China, Macao SAR",8.432465620293146e-08
365,2018,Meat and meat preparations,Burundi,0.0
366,2018,Meat and meat preparations,Cabo Verde,0.0
367,2018,Meat and meat preparations,Comoros,0.0
368,2018,Meat and meat preparations,Congo,0.0
369,2018,Meat and meat preparations,Gambia,0.0
370,2018,Meat and meat preparations,Kiribati,0.0
371,2018,Meat and meat preparations,Lesotho,0.0
372,2019,Meat and meat preparations,Germany,0.08436771438123321
373,2019,Meat and meat preparations,Netherlands,0.07911239744660425
374,2019,Meat and meat preparations,Brazil,0.07520660002535828
375,2019,Meat and meat preparations,Paraguay,0.0752033511787349
376,2019,Meat and meat preparations,Argentina,0.07260592427576924
377,2019,Meat and meat preparations,Uruguay,0.07260592427576923
378,2019,Meat and meat preparations,USA,0.06865635837004096
379,2019,Meat and meat preparations,Australia,0.06865561529573633
380,2019,Meat and meat preparations,Canada,0.06734197289185173
381,2019,Meat and meat preparations,Denmark,0.062089754034643986
382,2019,Meat and meat preparations,Belgium,0.058284981453818316
383,2019,Meat and meat preparations,France,0.03466891706884787
384,2019,Meat and meat preparations,Spain,0.029284920058312403
385,2019,Meat and meat preparations,Poland,0.02409651343200923
386,2019,Meat and meat preparations,Russian Federation,0.01477598995007135
387,2019,Meat and meat preparations,Belarus,0.01473196770454197
388,2019,Meat and meat preparations,Ukraine,0.01470804137858313
389,2019,Meat and meat preparations,China,0.008155695851348241
390,2019,Meat and meat preparations,India,0.00677560213062595
391,2019,Meat and meat preparations,South Africa,0.0054239454126864635
392,2019,Meat and meat preparations,Czechia,0.005349852816804234
393,2019,Meat and meat preparations,Slovakia,0.0041034342820970935
394,2019,Meat and meat preparations,Italy,0.003111287876586496
395,2019,Meat and meat preparations,Thailand,0.002946449446887217
396,2019,Meat and meat preparations,Ireland,0.00294338470627721
397,2019,Meat and meat preparations,United Kingdom,0.0029433847062772084
398,2019,Meat and meat preparations,New Zealand,0.0028367044788532637
399,2019,Meat and meat preparations,"China, Hong Kong SAR",0.002791428768245874
400,2019,Meat and meat preparations,Hungary,0.0027818685452914607
401,2019,Meat and meat preparations,Namibia,0.002755892977769937
402,2019,Meat and meat preparations,Guatemala,0.002740346228222585
403,2019,Meat and meat preparations,Portugal,0.002736561113503507
404,2019,Meat and meat preparations,Serbia,0.002697516287120041
405,2019,Meat and meat preparations,Kenya,0.002696760673188655
406,2019,Meat and meat preparations,United Arab Emirates,0.0016570020468730828
407,2019,Meat and meat preparations,Malaysia,0.0014636484616357345
408,2019,Meat and meat preparations,Kazakhstan,0.001460767725549754
409,2019,Meat and meat preparations,Nicaragua,0.001428651923064092
410,2019,Meat and meat preparations,Lithuania,0.0014179796369475418
411,2019,Meat and meat preparations,Japan,0.0013847579672050861
412,2019,Meat and meat preparations,Greece,0.0013795627780945185
413,2019,Meat and meat preparations,Croatia,0.001373793231201563
414,2019,Meat and meat preparations,Estonia,0.0013615963348714414
415,2019,Meat and meat preparations,Israel,0.0013450811890930105
416,2019,Meat and meat preparations,Bolivia (Plurinational State of),0.0013202891787861381
417,2019,Meat and meat preparations,Benin,0.001316429323546644
418,2019,Meat and meat preparations,Turkey,0.00032005521282832676
419,2019,Meat and meat preparations,Singapore,0.00016994581388047865
420,2019,Meat and meat preparations,Rep. of Korea,0.00014661375899501278
421,2019,Meat and meat preparations,Viet Nam,0.00014308603760147532
422,2019,Meat and meat preparations,Saudi Arabia,0.00012953127648879828
423,2019,Meat and meat preparations,Kyrgyzstan,0.00012379196093527424
424,2019,Meat and meat preparations,Qatar,0.0001188603935030628
425,2019,Meat and meat preparations,Seychelles,0.00011308012023026565
426,2019,Meat and meat preparations,Sweden,0.0001099693212340423
427,2019,Meat and meat preparations,Sri Lanka,0.00010788812470277183
428,2019,Meat and meat preparations,Botswana,0.00010630999629766462
429,2019,Meat and meat preparations,Romania,9.805797930914452e-05
430,2019,Meat and meat preparations,Lebanon,9.661993340184299e-05
431,2019,Meat and meat preparations,Jamaica,8.17335692041524e-05
432,2019,Meat and meat preparations,Uganda,7.855237926968322e-05
433,2019,Meat and meat preparations,Bulgaria,7.800780855285397e-05
434,2019,Meat and meat preparations,Finland,6.932030802100426e-05
435,2019,Meat and meat preparations,Slovenia,6.588555793950227e-05
436,2019,Meat and meat preparations,Norway,5.3467331847477335e-05
437,2019,Meat and meat preparations,Latvia,4.841212613767507e-05
438,2019,Meat and meat preparations,Pakistan,3.748766222644908e-05
439,2019,Meat and meat preparations,Bosnia Herzegovina,3.723821183740542e-05
440,2019,Meat and meat preparations,Indonesia,3.371716608793778e-05
441,2019,Meat and meat preparations,Colombia,3.14909861776511e-05
442,2019,Meat and meat preparations,Morocco,3.04919016528787e-05
443,2019,Meat and meat preparations,Philippines,2.9262297930282213e-05
444,2019,Meat and meat preparations,Mexico,2.7699340723616222e-05
445,2019,Meat and meat preparations,Luxembourg,2.6683271467507858e-05
446,2019,Meat and meat preparations,Jordan,2.625518990669987e-05
447,2019,Meat and meat preparations,Iceland,2.6178791564400038e-05
448,2019,Meat and meat preparations,Georgia,2.529257279013665e-05
449,2019,Meat and meat preparations,Niger,2.494714356922986e-05
450,2019,Meat and meat preparations,Switzerland,2.4797683107848858e-05
451,2019,Meat and meat preparations,Cyprus,2.3569731275933763e-05
