,Year,Commodity,Country,LRIC q15
51,2016,Meat and meat preparations,Romania,0.00043259618700290913
52,2016,Meat and meat preparations,Lebanon,0.0004209705333748508
53,2016,Meat and meat preparations,Rep. of Korea,0.00025257499388381773
54,2016,Meat and meat preparations,Barbados,0.00019490100366568989
55,2016,Meat and meat preparations,Viet Nam,0.0001834846599081153
56,2016,Meat and meat preparations,Kazakhstan,0.00015964651071499807
57,2016,Meat and meat preparations,Norway,0.00015570409819168614
58,2016,Meat and meat preparations,Bulgaria,0.00013588590850039075
59,2016,Meat and meat preparations,Uganda,0.00013098145731871744
60,2016,Meat and meat preparations,Kyrgyzstan,0.00013011087485541152
61,2016,Meat and meat preparations,Latvia,0.00012365640272730824
62,2016,Meat and meat preparations,Georgia,0.00011958039567080899
63,2016,Meat and meat preparations,Greece,0.00011741138627456873
64,2016,Meat and meat preparations,Switzerland,0.00010420615810952985
65,2016,Meat and meat preparations,Finland,0.00010175079568548891
66,2016,Meat and meat preparations,Morocco,9.732880705056304e-05
67,2016,Meat and meat preparations,Botswana,9.583017632407078e-05
68,2016,Meat and meat preparations,Indonesia,8.758424912183957e-05
69,2016,Meat and meat preparations,Slovenia,8.346727847778908e-05
70,2016,Meat and meat preparations,Benin,7.877261731703333e-05
71,2016,Meat and meat preparations,Iceland,7.393124190429562e-05
72,2016,Meat and meat preparations,Mexico,7.30001567437901e-05
73,2016,Meat and meat preparations,Dominican Rep.,6.708979786136898e-05
74,2016,Meat and meat preparations,Peru,5.813102450775551e-05
75,2016,Meat and meat preparations,Qatar,5.6650154860864625e-05
76,2016,Meat and meat preparations,Sri Lanka,5.259295528397601e-05
77,2016,Meat and meat preparations,Philippines,4.9935640216380285e-05
78,2016,Meat and meat preparations,North Macedonia,4.740181773904223e-05
79,2016,Meat and meat preparations,Cyprus,3.997734022456413e-05
80,2016,Meat and meat preparations,Belize,3.93520509984985e-05
81,2016,Meat and meat preparations,Colombia,3.772085476992256e-05
82,2016,Meat and meat preparations,Senegal,3.1141118591439985e-05
83,2016,Meat and meat preparations,Montenegro,2.9361757394054282e-05
84,2016,Meat and meat preparations,Luxembourg,2.4460066285485574e-05
85,2016,Meat and meat preparations,Rep. of Moldova,2.0633382166134337e-05
86,2016,Meat and meat preparations,Kuwait,1.7766503907309057e-05
87,2016,Meat and meat preparations,Albania,1.775927393594176e-05
88,2016,Meat and meat preparations,Pakistan,1.4252559156249753e-05
89,2016,Meat and meat preparations,Armenia,1.3719439959140868e-05
90,2016,Meat and meat preparations,Azerbaijan,9.108885184757489e-06
91,2016,Meat and meat preparations,State of Palestine,8.538216619914714e-06
92,2016,Meat and meat preparations,Myanmar,6.617814974654434e-06
93,2016,Meat and meat preparations,Zambia,5.995894697072241e-06
94,2016,Meat and meat preparations,Fiji,5.141312865865645e-06
95,2016,Meat and meat preparations,Lao People's Dem. Rep.,4.934481985668786e-06
96,2016,Meat and meat preparations,Ecuador,4.493369879297413e-06
97,2016,Meat and meat preparations,El Salvador,2.8974761444173662e-06
98,2016,Meat and meat preparations,United Rep. of Tanzania,2.3323745802416886e-06
99,2016,Meat and meat preparations,Zimbabwe,2.2184796408630206e-06
100,2016,Meat and meat preparations,Lesotho,1.5136289922864891e-06
101,2016,Meat and meat preparations,Madagascar,8.951683122018328e-07
102,2016,Meat and meat preparations,Brunei Darussalam,8.902723038795075e-07
103,2016,Meat and meat preparations,"China, Macao SAR",8.117171998358054e-07
104,2016,Meat and meat preparations,Mongolia,7.521355705947019e-07
105,2016,Meat and meat preparations,Nigeria,6.131479914840182e-07
106,2016,Meat and meat preparations,Mauritania,5.968125921452853e-07
107,2016,Meat and meat preparations,Guyana,5.409414329828127e-07
108,2016,Meat and meat preparations,Cambodia,5.158267319410039e-07
109,2016,Meat and meat preparations,Congo,3.865803728047611e-07
110,2016,Meat and meat preparations,Dem. Rep. of the Congo,3.6194329012364007e-07
111,2016,Meat and meat preparations,Aruba,1.6650014195110934e-07
112,2016,Meat and meat preparations,Niger,1.4070258718326923e-07
113,2016,Meat and meat preparations,Bermuda,1.1011090036117912e-07
114,2016,Meat and meat preparations,Burundi,0.0
115,2016,Meat and meat preparations,Cabo Verde,0.0
116,2016,Meat and meat preparations,Comoros,0.0
117,2016,Meat and meat preparations,Gambia,0.0
118,2016,Meat and meat preparations,Grenada,0.0
119,2016,Meat and meat preparations,Kiribati,0.0
120,2016,Meat and meat preparations,Sao Tome and Principe,0.0
121,2016,Meat and meat preparations,Seychelles,0.0
122,2016,Meat and meat preparations,Tajikistan,0.0
123,2016,Meat and meat preparations,Uzbekistan,0.0
124,2017,Meat and meat preparations,USA,0.12043683632254777
125,2017,Meat and meat preparations,Brazil,0.11439108024195736
126,2017,Meat and meat preparations,Netherlands,0.07240168527953779
127,2017,Meat and meat preparations,Germany,0.07157524587708536
128,2017,Meat and meat preparations,Australia,0.06652863357655302
129,2017,Meat and meat preparations,Poland,0.05427001602213986
130,2017,Meat and meat preparations,Spain,0.04749667027689645
131,2017,Meat and meat preparations,France,0.03341509443177802
132,2017,Meat and meat preparations,China,0.028661245973828794
133,2017,Meat and meat preparations,Russian Federation,0.028066031504335943
134,2017,Meat and meat preparations,Denmark,0.024869448218989038
135,2017,Meat and meat preparations,South Africa,0.024132616196001624
136,2017,Meat and meat preparations,Ukraine,0.024106669347259347
137,2017,Meat and meat preparations,India,0.02352950794123644
138,2017,Meat and meat preparations,Belgium,0.016831029742275835
139,2017,Meat and meat preparations,Argentina,0.015755786904909776
140,2017,Meat and meat preparations,Namibia,0.014097507291172451
141,2017,Meat and meat preparations,Italy,0.011878131198440405
142,2017,Meat and meat preparations,Uruguay,0.011100654362762809
143,2017,Meat and meat preparations,Thailand,0.010156132356282254
144,2017,Meat and meat preparations,New Zealand,0.010003492719400677
145,2017,Meat and meat preparations,Malaysia,0.009850115389344606
146,2017,Meat and meat preparations,Lithuania,0.00982401081034597
147,2017,Meat and meat preparations,Belarus,0.009713254927010492
148,2017,Meat and meat preparations,Portugal,0.009610343397575237
149,2017,Meat and meat preparations,"China, Hong Kong SAR",0.009584000564670793
150,2017,Meat and meat preparations,Serbia,0.009545118786400367
151,2017,Meat and meat preparations,Kenya,0.009513437763906472
152,2017,Meat and meat preparations,Guatemala,0.009479076048433052
153,2017,Meat and meat preparations,Canada,0.006843899266498729
154,2017,Meat and meat preparations,United Kingdom,0.006306727305262333
155,2017,Meat and meat preparations,Paraguay,0.006112106002639957
156,2017,Meat and meat preparations,Turkey,0.005894583907816687
157,2017,Meat and meat preparations,Saudi Arabia,0.005755905989840523
158,2017,Meat and meat preparations,Ireland,0.005659828132131061
159,2017,Meat and meat preparations,Romania,0.005082722214291023
160,2017,Meat and meat preparations,Hungary,0.005054587497319673
161,2017,Meat and meat preparations,Japan,0.004910888227080889
162,2017,Meat and meat preparations,Slovakia,0.004862641586624199
163,2017,Meat and meat preparations,Czechia,0.004859456534737752
164,2017,Meat and meat preparations,Israel,0.004842204758583815
165,2017,Meat and meat preparations,Croatia,0.004839854733261762
166,2017,Meat and meat preparations,Estonia,0.004817485422722036
167,2017,Meat and meat preparations,Nicaragua,0.0047728219093880345
168,2017,Meat and meat preparations,Bolivia (Plurinational State of),0.004763755076892354
169,2017,Meat and meat preparations,Benin,0.004755889593852788
170,2017,Meat and meat preparations,United Arab Emirates,0.001161173035539744
171,2017,Meat and meat preparations,Mauritius,0.001052301441942295
172,2017,Meat and meat preparations,Sweden,0.0006897202456866316
173,2017,Meat and meat preparations,Greece,0.00042524707517775445
174,2017,Meat and meat preparations,Viet Nam,0.00040151432747614153
175,2017,Meat and meat preparations,Mexico,0.0003694497239158899
176,2017,Meat and meat preparations,Singapore,0.0003268744920351713
177,2017,Meat and meat preparations,Jordan,0.0003105588877371557
178,2017,Meat and meat preparations,Brunei Darussalam,0.00030388099513638543
179,2017,Meat and meat preparations,Dem. Rep. of the Congo,0.0002993966883774953
180,2017,Meat and meat preparations,Lebanon,0.00026177790589628673
181,2017,Meat and meat preparations,Rep. of Korea,0.00023604008956685794
182,2017,Meat and meat preparations,Jamaica,0.0001974460330083209
183,2017,Meat and meat preparations,Barbados,0.00018906099673348113
184,2017,Meat and meat preparations,Philippines,0.00017963652506403026
185,2017,Meat and meat preparations,Colombia,0.00016021950431871493
186,2017,Meat and meat preparations,Georgia,0.00015689961997342064
187,2017,Meat and meat preparations,Bulgaria,0.00015544880953520136
188,2017,Meat and meat preparations,Morocco,0.00015158723723289133
189,2017,Meat and meat preparations,Norway,0.00015019626185310082
190,2017,Meat and meat preparations,Uganda,0.00014336138574187065
191,2017,Meat and meat preparations,Slovenia,0.0001282304420069974
192,2017,Meat and meat preparations,Fiji,0.00012006360061458963
193,2017,Meat and meat preparations,Kyrgyzstan,0.0001141971070826541
194,2017,Meat and meat preparations,Latvia,0.00011015167800608058
195,2017,Meat and meat preparations,Switzerland,0.00010323021552526873
196,2017,Meat and meat preparations,Kazakhstan,0.00010187645540023614
197,2017,Meat and meat preparations,Senegal,9.374640697670279e-05
198,2017,Meat and meat preparations,Kuwait,8.779508264554702e-05
199,2017,Meat and meat preparations,Bosnia Herzegovina,8.482526126155104e-05
200,2017,Meat and meat preparations,Finland,8.151112643758536e-05
201,2017,Meat and meat preparations,Botswana,8.048306514854683e-05
202,2017,Meat and meat preparations,Luxembourg,7.832305684512338e-05
203,2017,Meat and meat preparations,Cyprus,6.580105186591264e-05
204,2017,Meat and meat preparations,Pakistan,5.9227321692564284e-05
205,2017,Meat and meat preparations,North Macedonia,5.181897276999766e-05
206,2017,Meat and meat preparations,Montenegro,5.138566066900828e-05
207,2017,Meat and meat preparations,Sri Lanka,4.9640593917474777e-05
208,2017,Meat and meat preparations,Tajikistan,4.957932097175365e-05
209,2017,Meat and meat preparations,Indonesia,4.7970765808394905e-05
210,2017,Meat and meat preparations,Armenia,2.7640329915988097e-05
211,2017,Meat and meat preparations,Iceland,2.6030655267668905e-05
212,2017,Meat and meat preparations,Rep. of Moldova,1.7855945563778844e-05
213,2017,Meat and meat preparations,Azerbaijan,1.2888553052040436e-05
214,2017,Meat and meat preparations,Dominican Rep.,1.2875941854766035e-05
215,2017,Meat and meat preparations,Guyana,1.175558994291214e-05
216,2017,Meat and meat preparations,Peru,9.357862725036074e-06
217,2017,Meat and meat preparations,State of Palestine,6.660042203626254e-06
218,2017,Meat and meat preparations,Lao People's Dem. Rep.,5.287840741421958e-06
219,2017,Meat and meat preparations,Zambia,4.914238220284574e-06
220,2017,Meat and meat preparations,El Salvador,4.455326671592546e-06
221,2017,Meat and meat preparations,Niger,3.919907332192706e-06
222,2017,Meat and meat preparations,Myanmar,3.55361911418941e-06
223,2017,Meat and meat preparations,Mongolia,3.3192361903530392e-06
224,2017,Meat and meat preparations,Zimbabwe,3.0527570578372897e-06
225,2017,Meat and meat preparations,United Rep. of Tanzania,1.561076683489178e-06
226,2017,Meat and meat preparations,Nigeria,1.0955233355807704e-06
227,2017,Meat and meat preparations,Madagascar,1.0731945113137211e-06
228,2017,Meat and meat preparations,Qatar,9.345627063956487e-07
229,2017,Meat and meat preparations,Mauritania,9.094348988026566e-07
230,2017,Meat and meat preparations,Albania,3.256007528491849e-07
231,2017,Meat and meat preparations,Belize,2.9983453438832685e-07
232,2017,Meat and meat preparations,Uzbekistan,1.1927942052292938e-07
233,2017,Meat and meat preparations,"China, Macao SAR",1.1865277540305338e-07
234,2017,Meat and meat preparations,Bermuda,1.1489491146540304e-07
235,2017,Meat and meat preparations,Aruba,0.0
236,2017,Meat and meat preparations,Burundi,0.0
237,2017,Meat and meat preparations,Cabo Verde,0.0
238,2017,Meat and meat preparations,Cambodia,0.0
239,2017,Meat and meat preparations,Comoros,0.0
240,2017,Meat and meat preparations,Congo,0.0
241,2017,Meat and meat preparations,Ecuador,0.0
242,2017,Meat and meat preparations,Gambia,0.0
243,2017,Meat and meat preparations,Grenada,0.0
244,2017,Meat and meat preparations,Kiribati,0.0
245,2017,Meat and meat preparations,Lesotho,0.0
246,2017,Meat and meat preparations,Sao Tome and Principe,0.0
247,2017,Meat and meat preparations,Seychelles,0.0
248,2018,Meat and meat preparations,Brazil,0.12539949959076777
249,2018,Meat and meat preparations,USA,0.10864253996365363
250,2018,Meat and meat preparations,Netherlands,0.07466675413071282
251,2018,Meat and meat preparations,Germany,0.07381978172414619
252,2018,Meat and meat preparations,Australia,0.07308403996233705
253,2018,Meat and meat preparations,Spain,0.05055910306004991
254,2018,Meat and meat preparations,Poland,0.04942864741896298
255,2018,Meat and meat preparations,France,0.028643900768398567
256,2018,Meat and meat preparations,Denmark,0.028343898223334083
257,2018,Meat and meat preparations,Russian Federation,0.027754172436429598
258,2018,Meat and meat preparations,India,0.02752989957273526
259,2018,Meat and meat preparations,China,0.023508471866705346
260,2018,Meat and meat preparations,South Africa,0.02327371383640238
261,2018,Meat and meat preparations,Ukraine,0.02325375353542792
262,2018,Meat and meat preparations,Belgium,0.01631258031120442
263,2018,Meat and meat preparations,Argentina,0.015219510685844985
264,2018,Meat and meat preparations,Thailand,0.01423050886375788
265,2018,Meat and meat preparations,Namibia,0.013850605565053306
266,2018,Meat and meat preparations,Italy,0.011964407978631597
267,2018,Meat and meat preparations,Uruguay,0.010773600720874021
268,2018,Meat and meat preparations,Paraguay,0.0105872108935451
269,2018,Meat and meat preparations,New Zealand,0.009788470901577787
270,2018,Meat and meat preparations,Belarus,0.009606624238140613
271,2018,Meat and meat preparations,Portugal,0.009447544225967023
272,2018,Meat and meat preparations,"China, Hong Kong SAR",0.009437136942554115
273,2018,Meat and meat preparations,Japan,0.009388875607454036
274,2018,Meat and meat preparations,Kenya,0.009369812035849476
275,2018,Meat and meat preparations,Serbia,0.00934637056503194
276,2018,Meat and meat preparations,Guatemala,0.009312526246891096
277,2018,Meat and meat preparations,Canada,0.006483604598434134
278,2018,Meat and meat preparations,United Kingdom,0.0057956665429586334
279,2018,Meat and meat preparations,Saudi Arabia,0.005141427658769096
280,2018,Meat and meat preparations,Lithuania,0.005058011125634082
281,2018,Meat and meat preparations,Ireland,0.005056552892333553
282,2018,Meat and meat preparations,Hungary,0.005014035933069056
283,2018,Meat and meat preparations,Malaysia,0.0049391608267100396
284,2018,Meat and meat preparations,Kazakhstan,0.004796556048243189
285,2018,Meat and meat preparations,Czechia,0.004791149572187182
286,2018,Meat and meat preparations,Slovakia,0.004781687546697079
287,2018,Meat and meat preparations,Croatia,0.004741717538144722
288,2018,Meat and meat preparations,Uganda,0.004740086458185444
289,2018,Meat and meat preparations,Estonia,0.004718747638761724
290,2018,Meat and meat preparations,Israel,0.0046846156956831695
291,2018,Meat and meat preparations,Nicaragua,0.004682275367771379
292,2018,Meat and meat preparations,Bolivia (Plurinational State of),0.004677490380390043
293,2018,Meat and meat preparations,Benin,0.004672285257365592
294,2018,Meat and meat preparations,Mauritius,0.0012163811479984192
295,2018,Meat and meat preparations,Turkey,0.0010055147429356309
296,2018,Meat and meat preparations,United Arab Emirates,0.0005560298467093105
297,2018,Meat and meat preparations,Jamaica,0.0003787861685313799
298,2018,Meat and meat preparations,Greece,0.00036115132953791853
299,2018,Meat and meat preparations,Singapore,0.00029955188420004413
300,2018,Meat and meat preparations,Barbados,0.00026258793374488116
301,2018,Meat and meat preparations,Sweden,0.00024551039180525724
302,2018,Meat and meat preparations,Romania,0.0002391521567067857
303,2018,Meat and meat preparations,United Rep. of Tanzania,0.00022995955422582573
304,2018,Meat and meat preparations,Dem. Rep. of the Congo,0.00020593970263608672
305,2018,Meat and meat preparations,Jordan,0.0001840520836006613
306,2018,Meat and meat preparations,Kyrgyzstan,0.00017893270966777978
307,2018,Meat and meat preparations,Switzerland,0.00017786296118653654
308,2018,Meat and meat preparations,Georgia,0.00016553126366921432
309,2018,Meat and meat preparations,Rep. of Korea,0.00016022704074122418
310,2018,Meat and meat preparations,Colombia,0.00015980196385396788
311,2018,Meat and meat preparations,Morocco,0.00015864736304922676
312,2018,Meat and meat preparations,Philippines,0.00014349982352555063
313,2018,Meat and meat preparations,Norway,0.00014340192560058398
314,2018,Meat and meat preparations,Armenia,0.00012778638078412527
315,2018,Meat and meat preparations,Botswana,0.00012412027643660253
316,2018,Meat and meat preparations,Bulgaria,0.00012392586659676065
317,2018,Meat and meat preparations,Mongolia,0.0001181042940398756
318,2018,Meat and meat preparations,Kuwait,0.00011808765752479567
319,2018,Meat and meat preparations,Qatar,0.00011559343330137089
320,2018,Meat and meat preparations,Slovenia,0.00011231713263392034
321,2018,Meat and meat preparations,Finland,0.00011189199145328362
322,2018,Meat and meat preparations,Fiji,0.00010773852842865079
323,2018,Meat and meat preparations,Viet Nam,0.00010086510302735317
324,2018,Meat and meat preparations,Latvia,9.995413419062313e-05
325,2018,Meat and meat preparations,Pakistan,9.68441404807902e-05
326,2018,Meat and meat preparations,Sri Lanka,9.115424536206606e-05
327,2018,Meat and meat preparations,Mexico,8.6919628937826e-05
328,2018,Meat and meat preparations,Indonesia,8.519505312750949e-05
329,2018,Meat and meat preparations,North Macedonia,6.784151024424527e-05
330,2018,Meat and meat preparations,Senegal,5.584401730992532e-05
331,2018,Meat and meat preparations,Lebanon,5.544603933687353e-05
332,2018,Meat and meat preparations,Bosnia Herzegovina,4.8252133076848055e-05
333,2018,Meat and meat preparations,Niger,4.56699266313641e-05
334,2018,Meat and meat preparations,Cyprus,3.652736310923947e-05
335,2018,Meat and meat preparations,Montenegro,3.426242861267953e-05
336,2018,Meat and meat preparations,Brunei Darussalam,2.7312902231802346e-05
337,2018,Meat and meat preparations,Iceland,2.646350770057353e-05
338,2018,Meat and meat preparations,Dominican Rep.,2.1511481526397092e-05
339,2018,Meat and meat preparations,Rep. of Moldova,2.1371498075201057e-05
340,2018,Meat and meat preparations,Madagascar,1.93479894431954e-05
341,2018,Meat and meat preparations,Azerbaijan,1.692792645247619e-05
342,2018,Meat and meat preparations,Luxembourg,1.3907421355685307e-05
343,2018,Meat and meat preparations,Guyana,1.2407127293082611e-05
344,2018,Meat and meat preparations,Lao People's Dem. Rep.,1.1323754821468513e-05
345,2018,Meat and meat preparations,Belize,1.0004499227379035e-05
346,2018,Meat and meat preparations,Ecuador,9.579768350238275e-06
347,2018,Meat and meat preparations,Myanmar,8.31463873274539e-06
348,2018,Meat and meat preparations,Nigeria,7.554161071971312e-06
349,2018,Meat and meat preparations,State of Palestine,7.14651956953437e-06
350,2018,Meat and meat preparations,El Salvador,6.181140426388539e-06
351,2018,Meat and meat preparations,Peru,6.075261786772641e-06
352,2018,Meat and meat preparations,Zambia,4.823313800447867e-06
353,2018,Meat and meat preparations,Seychelles,3.725884941224027e-06
354,2018,Meat and meat preparations,Zimbabwe,3.40308878935958e-06
355,2018,Meat and meat preparations,Sao Tome and Principe,2.992760714748419e-06
356,2018,Meat and meat preparations,Albania,1.0038904995716712e-06
357,2018,Meat and meat preparations,Aruba,9.477887723995568e-07
358,2018,Meat and meat preparations,Uzbekistan,5.75203590134768e-07
359,2018,Meat and meat preparations,Mauritania,5.751901617503484e-07
360,2018,Meat and meat preparations,Tajikistan,1.3343333001154128e-07
361,2018,Meat and meat preparations,Bermuda,1.3292612472635585e-07
362,2018,Meat and meat preparations,Cambodia,1.2174104301605734e-07
363,2018,Meat and meat preparations,"China, Macao SAR",1.2103957725307037e-07
364,2018,Meat and meat preparations,Grenada,1.1790823860308607e-07
365,2018,Meat and meat preparations,Burundi,0.0
366,2018,Meat and meat preparations,Cabo Verde,0.0
367,2018,Meat and meat preparations,Comoros,0.0
368,2018,Meat and meat preparations,Congo,0.0
369,2018,Meat and meat preparations,Gambia,0.0
370,2018,Meat and meat preparations,Kiribati,0.0
371,2018,Meat and meat preparations,Lesotho,0.0
372,2019,Meat and meat preparations,Brazil,0.14519885661316412
373,2019,Meat and meat preparations,USA,0.12207267744585683
374,2019,Meat and meat preparations,Australia,0.06922614680514629
375,2019,Meat and meat preparations,Germany,0.06588269126865702
376,2019,Meat and meat preparations,Netherlands,0.06137878940842896
377,2019,Meat and meat preparations,Spain,0.0436455169830971
378,2019,Meat and meat preparations,Poland,0.0391512223949862
379,2019,Meat and meat preparations,Russian Federation,0.03388309006472859
380,2019,Meat and meat preparations,France,0.025556696738847584
381,2019,Meat and meat preparations,Denmark,0.02537486283520652
382,2019,Meat and meat preparations,Ukraine,0.02493260187674881
383,2019,Meat and meat preparations,China,0.024831682169909733
384,2019,Meat and meat preparations,India,0.02461468075000228
385,2019,Meat and meat preparations,Argentina,0.021309018264020072
386,2019,Meat and meat preparations,South Africa,0.0199326194019598
387,2019,Meat and meat preparations,Belgium,0.016434703002847367
388,2019,Meat and meat preparations,Paraguay,0.016312444413597436
389,2019,Meat and meat preparations,Belarus,0.015051186021363374
390,2019,Meat and meat preparations,Italy,0.011185933792018737
391,2019,Meat and meat preparations,Thailand,0.010426223979059079
392,2019,Meat and meat preparations,New Zealand,0.010218412630450735
393,2019,Meat and meat preparations,Portugal,0.010166629002794025
394,2019,Meat and meat preparations,Hungary,0.010091880074041359
395,2019,Meat and meat preparations,"China, Hong Kong SAR",0.010007701868346017
396,2019,Meat and meat preparations,Kenya,0.00999386968005965
397,2019,Meat and meat preparations,Namibia,0.00997933928210208
398,2019,Meat and meat preparations,Serbia,0.009941369283720199
399,2019,Meat and meat preparations,Guatemala,0.009882148463874321
400,2019,Meat and meat preparations,Canada,0.007166846577561597
401,2019,Meat and meat preparations,Uruguay,0.00647170516921032
402,2019,Meat and meat preparations,United Kingdom,0.005934215851044559
403,2019,Meat and meat preparations,United Arab Emirates,0.005740649865946837
404,2019,Meat and meat preparations,Ireland,0.005577128730230383
405,2019,Meat and meat preparations,Lithuania,0.0052672734819718195
406,2019,Meat and meat preparations,Malaysia,0.005243701116112602
407,2019,Meat and meat preparations,Japan,0.005161285688551702
408,2019,Meat and meat preparations,Slovakia,0.005158567915054766
409,2019,Meat and meat preparations,Greece,0.005138518945698492
410,2019,Meat and meat preparations,Czechia,0.005094246427124437
411,2019,Meat and meat preparations,Kazakhstan,0.00504915011787654
412,2019,Meat and meat preparations,Croatia,0.005045710567360483
413,2019,Meat and meat preparations,Nicaragua,0.005033265072365231
414,2019,Meat and meat preparations,Estonia,0.005017647430031196
415,2019,Meat and meat preparations,Israel,0.004990549283590129
416,2019,Meat and meat preparations,Bolivia (Plurinational State of),0.0049697335076479025
417,2019,Meat and meat preparations,Benin,0.00495828313163144
418,2019,Meat and meat preparations,Turkey,0.0011010677031425124
419,2019,Meat and meat preparations,Lebanon,0.00031388366375466754
420,2019,Meat and meat preparations,Jamaica,0.00029928364765773713
421,2019,Meat and meat preparations,Romania,0.0002983211041754944
422,2019,Meat and meat preparations,Singapore,0.00028330933574319934
423,2019,Meat and meat preparations,Sweden,0.0002692511793926681
424,2019,Meat and meat preparations,Saudi Arabia,0.00025950504941130696
425,2019,Meat and meat preparations,Bulgaria,0.000256204249132157
426,2019,Meat and meat preparations,Rep. of Korea,0.00024454091911468905
427,2019,Meat and meat preparations,Uganda,0.00018301686156562563
428,2019,Meat and meat preparations,Viet Nam,0.0001618773452613102
429,2019,Meat and meat preparations,Botswana,0.00015375780183426367
430,2019,Meat and meat preparations,Finland,0.00013629398578150894
431,2019,Meat and meat preparations,Kyrgyzstan,0.0001356696442181052
432,2019,Meat and meat preparations,Indonesia,0.0001144334988158292
433,2019,Meat and meat preparations,Colombia,0.00010987653802306249
434,2019,Meat and meat preparations,Slovenia,0.00010703705911573314
435,2019,Meat and meat preparations,Morocco,0.00010116244001917337
436,2019,Meat and meat preparations,Norway,9.84116164410072e-05
437,2019,Meat and meat preparations,Jordan,9.44026118835193e-05
438,2019,Meat and meat preparations,Pakistan,9.165134590070762e-05
439,2019,Meat and meat preparations,Latvia,8.966359962620177e-05
440,2019,Meat and meat preparations,Georgia,8.949005834229695e-05
441,2019,Meat and meat preparations,Luxembourg,8.799582028788761e-05
442,2019,Meat and meat preparations,Barbados,8.193490815032014e-05
443,2019,Meat and meat preparations,Mexico,7.823089985138595e-05
444,2019,Meat and meat preparations,Bosnia Herzegovina,7.572565858428744e-05
445,2019,Meat and meat preparations,Qatar,7.470899756802843e-05
446,2019,Meat and meat preparations,Sri Lanka,7.248605797726234e-05
447,2019,Meat and meat preparations,Seychelles,7.159908329041596e-05
448,2019,Meat and meat preparations,Iceland,7.004390515521229e-05
449,2019,Meat and meat preparations,North Macedonia,6.376960095777849e-05
450,2019,Meat and meat preparations,Armenia,5.813416118596425e-05
451,2019,Meat and meat preparations,Switzerland,5.615348358978552e-05
452,2019,Meat and meat preparations,Cyprus,5.130326242108386e-05
453,2019,Meat and meat preparations,Philippines,4.941490063790936e-05
454,2019,Meat and meat preparations,Rep. of Moldova,4.85575119685845e-05
