,Year,Commodity,Country,LRIC q15
205,2017,Meat and meat preparations,Azerbaijan,9.1860462893207e-05
206,2017,Meat and meat preparations,Morocco,9.058135699597589e-05
207,2017,Meat and meat preparations,Peru,8.746537771223549e-05
208,2017,Meat and meat preparations,Lao People's Dem. Rep.,8.647552042475678e-05
209,2017,Meat and meat preparations,Cyprus,8.603748549499516e-05
210,2017,Meat and meat preparations,Montenegro,8.571356843402867e-05
211,2017,Meat and meat preparations,North Macedonia,8.464689105087272e-05
212,2017,Meat and meat preparations,Luxembourg,7.973312903755105e-05
213,2017,Meat and meat preparations,Jamaica,6.613270385266572e-05
214,2017,Meat and meat preparations,Barbados,5.6063473673858954e-05
215,2017,Meat and meat preparations,State of Palestine,5.058942961729634e-05
216,2017,Meat and meat preparations,Senegal,4.8061984422727145e-05
217,2017,Meat and meat preparations,Niger,3.999110888278445e-05
218,2017,Meat and meat preparations,Zimbabwe,3.8610356982366646e-05
219,2017,Meat and meat preparations,Dominican Rep.,2.54178910886959e-05
220,2017,Meat and meat preparations,United Rep. of Tanzania,2.1324409198961487e-05
221,2017,Meat and meat preparations,Myanmar,2.130511355439659e-05
222,2017,Meat and meat preparations,Madagascar,2.1208752009425533e-05
223,2017,Meat and meat preparations,Nigeria,2.1067065807471746e-05
224,2017,Meat and meat preparations,Mauritania,2.0963110787570218e-05
225,2017,Meat and meat preparations,Mongolia,1.6089724778001353e-05
226,2017,Meat and meat preparations,Qatar,1.2789166029003333e-05
227,2017,Meat and meat preparations,Guyana,1.2436960368134031e-05
228,2017,Meat and meat preparations,El Salvador,9.052086363831033e-06
229,2017,Meat and meat preparations,Zambia,8.937107850623051e-06
230,2017,Meat and meat preparations,Belize,5.405696481268852e-06
231,2017,Meat and meat preparations,Albania,4.849040961772996e-06
232,2017,Meat and meat preparations,"China, Macao SAR",3.071180450862883e-06
233,2017,Meat and meat preparations,Uzbekistan,3.071180450862883e-06
234,2017,Meat and meat preparations,Bermuda,2.6418057617308318e-06
235,2017,Meat and meat preparations,Aruba,0.0
236,2017,Meat and meat preparations,Burundi,0.0
237,2017,Meat and meat preparations,Cabo Verde,0.0
238,2017,Meat and meat preparations,Cambodia,0.0
239,2017,Meat and meat preparations,Comoros,0.0
240,2017,Meat and meat preparations,Congo,0.0
241,2017,Meat and meat preparations,Ecuador,0.0
242,2017,Meat and meat preparations,Gambia,0.0
243,2017,Meat and meat preparations,Grenada,0.0
244,2017,Meat and meat preparations,Kiribati,0.0
245,2017,Meat and meat preparations,Lesotho,0.0
246,2017,Meat and meat preparations,Sao Tome and Principe,0.0
247,2017,Meat and meat preparations,Seychelles,0.0
248,2018,Meat and meat preparations,Germany,0.0951860936066409
249,2018,Meat and meat preparations,Netherlands,0.0902711146945589
250,2018,Meat and meat preparations,Brazil,0.07446883205622094
251,2018,Meat and meat preparations,Paraguay,0.06842052498351324
252,2018,Meat and meat preparations,Belgium,0.06619518530463983
253,2018,Meat and meat preparations,Denmark,0.065965650415881
254,2018,Meat and meat preparations,Uruguay,0.05973739327715783
255,2018,Meat and meat preparations,Argentina,0.05973679657026493
256,2018,Meat and meat preparations,USA,0.05865276074919581
257,2018,Meat and meat preparations,Australia,0.05865276074919579
258,2018,Meat and meat preparations,Canada,0.05711551216954859
259,2018,Meat and meat preparations,France,0.04374664631708414
260,2018,Meat and meat preparations,Spain,0.03254383520876122
261,2018,Meat and meat preparations,Poland,0.02393400941675812
262,2018,Meat and meat preparations,Russian Federation,0.013968055351521479
263,2018,Meat and meat preparations,Belarus,0.013910324358622066
264,2018,Meat and meat preparations,Ukraine,0.013906931496660854
265,2018,Meat and meat preparations,Saudi Arabia,0.008930585497974836
266,2018,Meat and meat preparations,China,0.007874975529293896
267,2018,Meat and meat preparations,India,0.007642837846898658
268,2018,Meat and meat preparations,South Africa,0.006475279824553253
269,2018,Meat and meat preparations,Thailand,0.005334092717093049
270,2018,Meat and meat preparations,Czechia,0.0038510197954423927
271,2018,Meat and meat preparations,Namibia,0.003847038051832948
272,2018,Meat and meat preparations,Kenya,0.0037990532428492985
273,2018,Meat and meat preparations,Uganda,0.0037531331468597037
274,2018,Meat and meat preparations,Italy,0.003531717510828219
275,2018,Meat and meat preparations,United Kingdom,0.0030334211658528303
276,2018,Meat and meat preparations,Ireland,0.003025135991302765
277,2018,Meat and meat preparations,New Zealand,0.002959504523031179
278,2018,Meat and meat preparations,Slovakia,0.0026603440189182457
279,2018,Meat and meat preparations,"China, Hong Kong SAR",0.002638307363837869
280,2018,Meat and meat preparations,Japan,0.002612010939913661
281,2018,Meat and meat preparations,Portugal,0.002610753717583417
282,2018,Meat and meat preparations,Serbia,0.0025857821361512587
283,2018,Meat and meat preparations,Guatemala,0.002494906324046967
284,2018,Meat and meat preparations,Malaysia,0.001594036811502938
285,2018,Meat and meat preparations,Hungary,0.0015768945171105336
286,2018,Meat and meat preparations,Lithuania,0.0015355894929921343
287,2018,Meat and meat preparations,Kazakhstan,0.0015036351531631871
288,2018,Meat and meat preparations,Estonia,0.0013626327663288293
289,2018,Meat and meat preparations,Croatia,0.0013502005415771518
290,2018,Meat and meat preparations,Nicaragua,0.0013074349490161436
291,2018,Meat and meat preparations,Bolivia (Plurinational State of),0.00127024270896331
292,2018,Meat and meat preparations,Israel,0.0012616534167699946
293,2018,Meat and meat preparations,Benin,0.0012404167118003164
294,2018,Meat and meat preparations,Turkey,0.00047774904648826123
295,2018,Meat and meat preparations,United Arab Emirates,0.0004519226821083456
296,2018,Meat and meat preparations,Singapore,0.0003838161402745674
297,2018,Meat and meat preparations,Jordan,0.00038381614027456723
298,2018,Meat and meat preparations,Kuwait,0.00038158724056866814
299,2018,Meat and meat preparations,Rep. of Korea,0.0003783066898241541
300,2018,Meat and meat preparations,Romania,0.00036914958268648325
301,2018,Meat and meat preparations,Qatar,0.0003626620841661132
302,2018,Meat and meat preparations,Kyrgyzstan,0.00035791581654209587
303,2018,Meat and meat preparations,Sri Lanka,0.00035359184784812466
304,2018,Meat and meat preparations,Mauritius,0.00034245456597208437
305,2018,Meat and meat preparations,Greece,0.0003351746608757375
306,2018,Meat and meat preparations,Armenia,0.00028443782738844
307,2018,Meat and meat preparations,United Rep. of Tanzania,0.00026754186795552423
308,2018,Meat and meat preparations,Mongolia,0.00024751881037517626
309,2018,Meat and meat preparations,Dem. Rep. of the Congo,0.00019733717805790957
310,2018,Meat and meat preparations,Botswana,0.00019438012996341012
311,2018,Meat and meat preparations,Jamaica,0.00019429438108162163
312,2018,Meat and meat preparations,Norway,0.00016750660340470307
313,2018,Meat and meat preparations,Sweden,0.00016544574951234676
314,2018,Meat and meat preparations,Georgia,0.0001514476276090376
315,2018,Meat and meat preparations,Switzerland,0.0001415483052817948
316,2018,Meat and meat preparations,Finland,0.00014069017365648853
317,2018,Meat and meat preparations,Philippines,0.00013847152777424942
318,2018,Meat and meat preparations,Viet Nam,0.00012782951193698197
319,2018,Meat and meat preparations,Fiji,0.00012510304114894902
320,2018,Meat and meat preparations,Bulgaria,0.00012470261268517717
321,2018,Meat and meat preparations,Colombia,0.00011827595571384117
322,2018,Meat and meat preparations,Pakistan,0.000114332843510431
323,2018,Meat and meat preparations,Slovenia,0.00011141179111982981
324,2018,Meat and meat preparations,Barbados,0.00010970932619071099
325,2018,Meat and meat preparations,Indonesia,0.00010875795661263226
326,2018,Meat and meat preparations,Morocco,0.00010802265881167312
327,2018,Meat and meat preparations,Iceland,0.00010382889098368476
328,2018,Meat and meat preparations,Latvia,0.0001037790996316243
329,2018,Meat and meat preparations,Lebanon,9.657673100531316e-05
330,2018,Meat and meat preparations,Bosnia Herzegovina,9.445185463651857e-05
331,2018,Meat and meat preparations,Cyprus,9.26482923604506e-05
332,2018,Meat and meat preparations,Mexico,8.564708907466819e-05
333,2018,Meat and meat preparations,North Macedonia,8.529157060188845e-05
334,2018,Meat and meat preparations,Rep. of Moldova,8.454030944402248e-05
335,2018,Meat and meat preparations,Myanmar,7.789335421045216e-05
336,2018,Meat and meat preparations,Azerbaijan,7.781320941212908e-05
337,2018,Meat and meat preparations,Brunei Darussalam,7.697754951762835e-05
338,2018,Meat and meat preparations,Montenegro,7.537085230752731e-05
339,2018,Meat and meat preparations,Peru,7.458135176241089e-05
340,2018,Meat and meat preparations,Lao People's Dem. Rep.,7.372347699428473e-05
341,2018,Meat and meat preparations,Senegal,7.023778007862501e-05
342,2018,Meat and meat preparations,Dominican Rep.,7.005346830164392e-05
343,2018,Meat and meat preparations,State of Palestine,6.658472982255766e-05
344,2018,Meat and meat preparations,Madagascar,6.484490851524102e-05
345,2018,Meat and meat preparations,Zimbabwe,6.482506891025969e-05
346,2018,Meat and meat preparations,Seychelles,6.241496564613536e-05
347,2018,Meat and meat preparations,Niger,6.216329524429301e-05
348,2018,Meat and meat preparations,Guyana,5.3172906832732975e-05
349,2018,Meat and meat preparations,Luxembourg,5.020277432416283e-05
350,2018,Meat and meat preparations,Sao Tome and Principe,4.582728154832328e-05
351,2018,Meat and meat preparations,Ecuador,4.23476305445906e-05
352,2018,Meat and meat preparations,Nigeria,3.5001318215598104e-05
353,2018,Meat and meat preparations,Aruba,1.9933170719937184e-05
354,2018,Meat and meat preparations,El Salvador,1.955502432828103e-05
355,2018,Meat and meat preparations,Belize,1.5070320210952092e-05
356,2018,Meat and meat preparations,Mauritania,1.4505056355202014e-05
357,2018,Meat and meat preparations,Uzbekistan,1.4505056355202014e-05
358,2018,Meat and meat preparations,Albania,1.2591825218190751e-05
359,2018,Meat and meat preparations,Zambia,5.321331695966993e-06
360,2018,Meat and meat preparations,Cambodia,3.2151968155307544e-06
361,2018,Meat and meat preparations,"China, Macao SAR",3.2151968155307544e-06
362,2018,Meat and meat preparations,Bermuda,3.1889767823937485e-06
363,2018,Meat and meat preparations,Tajikistan,3.1889767823937485e-06
364,2018,Meat and meat preparations,Grenada,2.9345908585058522e-06
365,2018,Meat and meat preparations,Burundi,0.0
366,2018,Meat and meat preparations,Cabo Verde,0.0
367,2018,Meat and meat preparations,Comoros,0.0
368,2018,Meat and meat preparations,Congo,0.0
369,2018,Meat and meat preparations,Gambia,0.0
370,2018,Meat and meat preparations,Kiribati,0.0
371,2018,Meat and meat preparations,Lesotho,0.0
372,2019,Meat and meat preparations,Germany,0.0836539131428842
373,2019,Meat and meat preparations,Netherlands,0.07845416787729448
374,2019,Meat and meat preparations,Brazil,0.07457030728442253
375,2019,Meat and meat preparations,Paraguay,0.07456745606186416
376,2019,Meat and meat preparations,Uruguay,0.07199248757983945
377,2019,Meat and meat preparations,Argentina,0.07199248757983943
378,2019,Meat and meat preparations,USA,0.06807628402956833
379,2019,Meat and meat preparations,Australia,0.06807486744289798
380,2019,Meat and meat preparations,Canada,0.0667750119769255
381,2019,Meat and meat preparations,Denmark,0.061565272669114754
382,2019,Meat and meat preparations,Belgium,0.057791891263193985
383,2019,Meat and meat preparations,France,0.034391633024608105
384,2019,Meat and meat preparations,Spain,0.029064625624195
385,2019,Meat and meat preparations,Poland,0.023908045654094275
386,2019,Meat and meat preparations,Russian Federation,0.01469754022966782
387,2019,Meat and meat preparations,Ukraine,0.014669551461945072
388,2019,Meat and meat preparations,Belarus,0.014633332464239137
389,2019,Meat and meat preparations,China,0.00819391676799845
390,2019,Meat and meat preparations,India,0.006779760301742235
391,2019,Meat and meat preparations,South Africa,0.005542100371372539
392,2019,Meat and meat preparations,Czechia,0.005361958126460084
393,2019,Meat and meat preparations,Slovakia,0.004120011697484513
394,2019,Meat and meat preparations,Italy,0.0031380843468970443
395,2019,Meat and meat preparations,Thailand,0.0030755157009832324
396,2019,Meat and meat preparations,United Kingdom,0.0030324631109490364
397,2019,Meat and meat preparations,Ireland,0.0030297030366583525
398,2019,Meat and meat preparations,New Zealand,0.0029543909210499064
399,2019,Meat and meat preparations,"China, Hong Kong SAR",0.0028917100256231486
400,2019,Meat and meat preparations,Kenya,0.0028606605478441755
401,2019,Meat and meat preparations,Guatemala,0.002847784297399112
402,2019,Meat and meat preparations,Hungary,0.002839781337137249
403,2019,Meat and meat preparations,Namibia,0.0028293287630520923
404,2019,Meat and meat preparations,Portugal,0.002789691823963497
405,2019,Meat and meat preparations,Serbia,0.0027435197930256784
406,2019,Meat and meat preparations,United Arab Emirates,0.0017468153611249965
407,2019,Meat and meat preparations,Malaysia,0.0016195727204488318
408,2019,Meat and meat preparations,Nicaragua,0.0016141241817754202
409,2019,Meat and meat preparations,Lithuania,0.001587701453549939
410,2019,Meat and meat preparations,Kazakhstan,0.001575312924608039
411,2019,Meat and meat preparations,Japan,0.0014512396824638396
412,2019,Meat and meat preparations,Greece,0.0014368958930437797
413,2019,Meat and meat preparations,Croatia,0.0014345465175037541
414,2019,Meat and meat preparations,Estonia,0.0014262457810958334
415,2019,Meat and meat preparations,Israel,0.0013999571843198594
416,2019,Meat and meat preparations,Bolivia (Plurinational State of),0.0013645748344123488
417,2019,Meat and meat preparations,Benin,0.0013139852031016578
418,2019,Meat and meat preparations,Turkey,0.0004219967316724939
419,2019,Meat and meat preparations,Romania,0.0003380311803360041
420,2019,Meat and meat preparations,Singapore,0.0003364612861403037
421,2019,Meat and meat preparations,Rep. of Korea,0.0003159705870872537
422,2019,Meat and meat preparations,Viet Nam,0.00031499179338776145
423,2019,Meat and meat preparations,Qatar,0.0003123204776802795
424,2019,Meat and meat preparations,Sri Lanka,0.00030900623245761687
425,2019,Meat and meat preparations,Kyrgyzstan,0.0003086706438322211
426,2019,Meat and meat preparations,Seychelles,0.00030856699549132476
427,2019,Meat and meat preparations,Armenia,0.00024143196605335627
428,2019,Meat and meat preparations,Jordan,0.00024016134509260466
429,2019,Meat and meat preparations,Saudi Arabia,0.00023835836062412465
430,2019,Meat and meat preparations,Botswana,0.00022940043486082117
431,2019,Meat and meat preparations,Sweden,0.00017368056724616457
432,2019,Meat and meat preparations,Lebanon,0.00016979803920368511
433,2019,Meat and meat preparations,Uganda,0.00015577039506986973
434,2019,Meat and meat preparations,Finland,0.0001491272294722643
435,2019,Meat and meat preparations,Bulgaria,0.0001483841891780587
436,2019,Meat and meat preparations,Slovenia,0.00013820342585744704
437,2019,Meat and meat preparations,Norway,0.00013219981061980918
438,2019,Meat and meat preparations,Latvia,0.00013035552227213068
439,2019,Meat and meat preparations,Bosnia Herzegovina,0.0001158806734166945
440,2019,Meat and meat preparations,Pakistan,0.00011578234240182672
441,2019,Meat and meat preparations,Philippines,0.00011535020609757496
442,2019,Meat and meat preparations,Georgia,0.0001147444888496139
443,2019,Meat and meat preparations,Iceland,0.00011263483655065365
444,2019,Meat and meat preparations,North Macedonia,0.00011191645865467425
445,2019,Meat and meat preparations,Colombia,0.00010935239616255193
446,2019,Meat and meat preparations,Switzerland,0.00010842037724562892
447,2019,Meat and meat preparations,Luxembourg,0.00010651062129331624
448,2019,Meat and meat preparations,Brunei Darussalam,0.00010604305908431147
449,2019,Meat and meat preparations,Rep. of Moldova,0.00010586860890299776
450,2019,Meat and meat preparations,Montenegro,0.00010581725240007936
451,2019,Meat and meat preparations,Tajikistan,0.00010184115350041678
452,2019,Meat and meat preparations,Jamaica,0.00010149082411879986
453,2019,Meat and meat preparations,Cyprus,9.771690716444927e-05
454,2019,Meat and meat preparations,Azerbaijan,9.460038592642363e-05
