,Year,Commodity,Country,SRIC q15
89,2016,Meat and meat preparations,Fiji,6.819788994138349e-07
90,2016,Meat and meat preparations,Albania,3.5518067102684955e-07
91,2016,Meat and meat preparations,Indonesia,1.2205500390211407e-07
92,2016,Meat and meat preparations,United Rep. of Tanzania,1.0607388281532346e-07
93,2016,Meat and meat preparations,Belize,9.735303194819015e-08
94,2016,Meat and meat preparations,Lao People's Dem. Rep.,8.270945147747926e-08
95,2016,Meat and meat preparations,Azerbaijan,7.200712538514049e-08
96,2016,Meat and meat preparations,Zimbabwe,2.3949674149398756e-08
97,2016,Meat and meat preparations,Myanmar,1.8290502505642262e-08
98,2016,Meat and meat preparations,Mongolia,8.018225639326807e-09
99,2016,Meat and meat preparations,Ecuador,1.0357053695560048e-09
100,2016,Meat and meat preparations,Madagascar,5.709642861032133e-10
101,2016,Meat and meat preparations,Lesotho,2.509668993037767e-10
102,2016,Meat and meat preparations,Dem. Rep. of the Congo,2.8048791329011334e-11
103,2016,Meat and meat preparations,Aruba,0.0
104,2016,Meat and meat preparations,Bermuda,0.0
105,2016,Meat and meat preparations,Brunei Darussalam,0.0
106,2016,Meat and meat preparations,Burundi,0.0
107,2016,Meat and meat preparations,Cabo Verde,0.0
108,2016,Meat and meat preparations,Cambodia,0.0
109,2016,Meat and meat preparations,"China, Macao SAR",0.0
110,2016,Meat and meat preparations,Comoros,0.0
111,2016,Meat and meat preparations,Congo,0.0
112,2016,Meat and meat preparations,Gambia,0.0
113,2016,Meat and meat preparations,Grenada,0.0
114,2016,Meat and meat preparations,Guyana,0.0
115,2016,Meat and meat preparations,Kiribati,0.0
116,2016,Meat and meat preparations,Mauritania,0.0
117,2016,Meat and meat preparations,Niger,0.0
118,2016,Meat and meat preparations,Nigeria,0.0
119,2016,Meat and meat preparations,Sao Tome and Principe,0.0
120,2016,Meat and meat preparations,Senegal,0.0
121,2016,Meat and meat preparations,Seychelles,0.0
122,2016,Meat and meat preparations,Tajikistan,0.0
123,2016,Meat and meat preparations,Uzbekistan,0.0
124,2017,Meat and meat preparations,USA,0.1473530111000701
125,2017,Meat and meat preparations,Brazil,0.1423110619056919
126,2017,Meat and meat preparations,Germany,0.06878579505633713
127,2017,Meat and meat preparations,Australia,0.06524787821945635
128,2017,Meat and meat preparations,Netherlands,0.06081681310159317
129,2017,Meat and meat preparations,Poland,0.04845354396404779
130,2017,Meat and meat preparations,Spain,0.04160188040721615
131,2017,Meat and meat preparations,South Africa,0.03192390205683038
132,2017,Meat and meat preparations,France,0.03185658995546292
133,2017,Meat and meat preparations,China,0.02746558627021404
134,2017,Meat and meat preparations,Russian Federation,0.024386199435857264
135,2017,Meat and meat preparations,India,0.020498783250941694
136,2017,Meat and meat preparations,Ukraine,0.020290048957723242
137,2017,Meat and meat preparations,Belgium,0.018741450675925503
138,2017,Meat and meat preparations,Denmark,0.01807146582625088
139,2017,Meat and meat preparations,Thailand,0.017505782985986255
140,2017,Meat and meat preparations,New Zealand,0.01455157421874389
141,2017,Meat and meat preparations,Italy,0.014379879854884701
142,2017,Meat and meat preparations,Argentina,0.012837644757036604
143,2017,Meat and meat preparations,Kenya,0.012702391187001442
144,2017,Meat and meat preparations,"China, Hong Kong SAR",0.011166140024473517
145,2017,Meat and meat preparations,United Kingdom,0.008801191638645766
146,2017,Meat and meat preparations,Namibia,0.008414981991993482
147,2017,Meat and meat preparations,Canada,0.008272848256146569
148,2017,Meat and meat preparations,Portugal,0.007964467338054667
149,2017,Meat and meat preparations,Benin,0.007844880473700524
150,2017,Meat and meat preparations,Saudi Arabia,0.007799614736365972
151,2017,Meat and meat preparations,Uruguay,0.007407915938952458
152,2017,Meat and meat preparations,Japan,0.006960559386768939
153,2017,Meat and meat preparations,Serbia,0.006366268570052441
154,2017,Meat and meat preparations,Ireland,0.005897935711855294
155,2017,Meat and meat preparations,Hungary,0.005665236469199148
156,2017,Meat and meat preparations,Belarus,0.005522400142402228
157,2017,Meat and meat preparations,Lithuania,0.004819102946264523
158,2017,Meat and meat preparations,Malaysia,0.004715221139927321
159,2017,Meat and meat preparations,Bolivia (Plurinational State of),0.004648104662472864
160,2017,Meat and meat preparations,Paraguay,0.0040503931764855625
161,2017,Meat and meat preparations,Guatemala,0.0040228012518001
162,2017,Meat and meat preparations,Nicaragua,0.003902051399109044
163,2017,Meat and meat preparations,Turkey,0.00371806770965681
164,2017,Meat and meat preparations,Israel,0.003514985328060493
165,2017,Meat and meat preparations,Croatia,0.0033592977562205578
166,2017,Meat and meat preparations,Czechia,0.0032715762570908846
167,2017,Meat and meat preparations,Estonia,0.0027351584901494927
168,2017,Meat and meat preparations,Romania,0.00255293580188411
169,2017,Meat and meat preparations,United Arab Emirates,0.0023311069083057447
170,2017,Meat and meat preparations,Slovakia,0.0019316697801476425
171,2017,Meat and meat preparations,Greece,0.0016914467934511196
172,2017,Meat and meat preparations,Slovenia,0.0014365139103793322
173,2017,Meat and meat preparations,Botswana,0.0014322704091195115
174,2017,Meat and meat preparations,Latvia,0.0013781143608198355
175,2017,Meat and meat preparations,Sweden,0.0012737199477245481
176,2017,Meat and meat preparations,Bosnia Herzegovina,0.0006723714464397736
177,2017,Meat and meat preparations,Mexico,0.0006440679936506311
178,2017,Meat and meat preparations,Switzerland,0.0005051249085513053
179,2017,Meat and meat preparations,Kazakhstan,0.00045740225269426637
180,2017,Meat and meat preparations,Colombia,0.00039011264711563844
181,2017,Meat and meat preparations,Bulgaria,0.00036504914176170995
182,2017,Meat and meat preparations,Finland,0.00035364829276644767
183,2017,Meat and meat preparations,Pakistan,0.0003475649746813179
184,2017,Meat and meat preparations,Singapore,0.000277974942617935
185,2017,Meat and meat preparations,Kuwait,0.00023263734128120322
186,2017,Meat and meat preparations,North Macedonia,0.00017434142995864532
187,2017,Meat and meat preparations,Viet Nam,0.0001720071034793019
188,2017,Meat and meat preparations,Montenegro,0.00014961653051026683
189,2017,Meat and meat preparations,Rep. of Korea,0.00014631821797752898
190,2017,Meat and meat preparations,Sri Lanka,0.00010924954313652706
191,2017,Meat and meat preparations,Mauritius,6.83215779081183e-05
192,2017,Meat and meat preparations,Fiji,6.333806341601876e-05
193,2017,Meat and meat preparations,El Salvador,3.2572976662258635e-05
194,2017,Meat and meat preparations,Jordan,2.728323648708114e-05
195,2017,Meat and meat preparations,Georgia,2.7045774720212765e-05
196,2017,Meat and meat preparations,Philippines,2.3260537631313053e-05
197,2017,Meat and meat preparations,Norway,2.0141503263962397e-05
198,2017,Meat and meat preparations,Uganda,1.901874590395775e-05
199,2017,Meat and meat preparations,Morocco,1.69151116205834e-05
200,2017,Meat and meat preparations,Jamaica,1.4640863838627e-05
201,2017,Meat and meat preparations,Barbados,9.971900603867075e-06
202,2017,Meat and meat preparations,State of Palestine,8.32689747502687e-06
203,2017,Meat and meat preparations,Lao People's Dem. Rep.,4.852480933311541e-06
204,2017,Meat and meat preparations,Brunei Darussalam,3.6859919341589403e-06
205,2017,Meat and meat preparations,Zambia,2.858218299577271e-06
206,2017,Meat and meat preparations,Senegal,1.7666308748349084e-06
207,2017,Meat and meat preparations,Indonesia,1.5017630290611981e-06
208,2017,Meat and meat preparations,Cyprus,1.315417967392426e-06
209,2017,Meat and meat preparations,Kyrgyzstan,1.229739942028891e-06
210,2017,Meat and meat preparations,Lebanon,8.9905317249109e-07
211,2017,Meat and meat preparations,Luxembourg,7.388925284158373e-07
212,2017,Meat and meat preparations,Mongolia,6.629873737816612e-07
213,2017,Meat and meat preparations,Armenia,5.12821660970471e-07
214,2017,Meat and meat preparations,Iceland,4.414752011609457e-07
215,2017,Meat and meat preparations,Tajikistan,3.133208498481512e-07
216,2017,Meat and meat preparations,United Rep. of Tanzania,2.6711942948641345e-07
217,2017,Meat and meat preparations,Rep. of Moldova,1.9621175148250544e-07
218,2017,Meat and meat preparations,Peru,1.0851832028371398e-07
219,2017,Meat and meat preparations,Azerbaijan,4.306706606241436e-08
220,2017,Meat and meat preparations,Albania,6.360347689556468e-09
221,2017,Meat and meat preparations,Dominican Rep.,4.737223136124035e-09
222,2017,Meat and meat preparations,Zimbabwe,4.102806309330309e-09
223,2017,Meat and meat preparations,Mauritania,2.9756898497725634e-09
224,2017,Meat and meat preparations,Myanmar,1.6268864566134054e-09
225,2017,Meat and meat preparations,Niger,3.0855672743340247e-10
226,2017,Meat and meat preparations,Madagascar,1.7417905044277127e-10
227,2017,Meat and meat preparations,Nigeria,1.090497389368297e-10
228,2017,Meat and meat preparations,Qatar,4.382081861619544e-11
229,2017,Meat and meat preparations,Aruba,0.0
230,2017,Meat and meat preparations,Belize,0.0
231,2017,Meat and meat preparations,Bermuda,0.0
232,2017,Meat and meat preparations,Burundi,0.0
233,2017,Meat and meat preparations,Cabo Verde,0.0
234,2017,Meat and meat preparations,Cambodia,0.0
235,2017,Meat and meat preparations,"China, Macao SAR",0.0
236,2017,Meat and meat preparations,Comoros,0.0
237,2017,Meat and meat preparations,Congo,0.0
238,2017,Meat and meat preparations,Dem. Rep. of the Congo,0.0
239,2017,Meat and meat preparations,Ecuador,0.0
240,2017,Meat and meat preparations,Gambia,0.0
241,2017,Meat and meat preparations,Grenada,0.0
242,2017,Meat and meat preparations,Guyana,0.0
243,2017,Meat and meat preparations,Kiribati,0.0
244,2017,Meat and meat preparations,Lesotho,0.0
245,2017,Meat and meat preparations,Sao Tome and Principe,0.0
246,2017,Meat and meat preparations,Seychelles,0.0
247,2017,Meat and meat preparations,Uzbekistan,0.0
248,2018,Meat and meat preparations,Brazil,0.15115707256505834
249,2018,Meat and meat preparations,USA,0.14250500233414712
250,2018,Meat and meat preparations,Australia,0.06656008878267176
251,2018,Meat and meat preparations,Germany,0.06582279573355983
252,2018,Meat and meat preparations,Netherlands,0.05603030612962382
253,2018,Meat and meat preparations,Poland,0.05084243253757411
254,2018,Meat and meat preparations,Spain,0.043361390585800824
255,2018,Meat and meat preparations,India,0.030054263803183608
256,2018,Meat and meat preparations,South Africa,0.028747661329693107
257,2018,Meat and meat preparations,France,0.02631271145617875
258,2018,Meat and meat preparations,China,0.02362616843267875
259,2018,Meat and meat preparations,Russian Federation,0.02227260966838656
260,2018,Meat and meat preparations,Denmark,0.01986347525940887
261,2018,Meat and meat preparations,Ukraine,0.019584251561768514
262,2018,Meat and meat preparations,Belgium,0.019541497346535625
263,2018,Meat and meat preparations,New Zealand,0.015717824677798923
264,2018,Meat and meat preparations,Thailand,0.014411219439513937
265,2018,Meat and meat preparations,"China, Hong Kong SAR",0.013344504563198462
266,2018,Meat and meat preparations,Italy,0.013105568420039862
267,2018,Meat and meat preparations,Argentina,0.013042632900267448
268,2018,Meat and meat preparations,Kenya,0.010930231075979888
269,2018,Meat and meat preparations,Belarus,0.009138989643686868
270,2018,Meat and meat preparations,Portugal,0.008469696399725477
271,2018,Meat and meat preparations,Namibia,0.008307556580156774
272,2018,Meat and meat preparations,United Kingdom,0.008052182504707107
273,2018,Meat and meat preparations,Benin,0.008038259107372743
274,2018,Meat and meat preparations,Canada,0.00747813019167505
275,2018,Meat and meat preparations,Japan,0.007193840235894691
276,2018,Meat and meat preparations,Uruguay,0.006918424375455394
277,2018,Meat and meat preparations,Serbia,0.006228058891817408
278,2018,Meat and meat preparations,Hungary,0.0061526333561342
279,2018,Meat and meat preparations,Ireland,0.0060853653376847375
280,2018,Meat and meat preparations,Lithuania,0.005215859663684686
281,2018,Meat and meat preparations,Paraguay,0.005193429285242543
282,2018,Meat and meat preparations,Nicaragua,0.004636128693182807
283,2018,Meat and meat preparations,Israel,0.004392213965376954
284,2018,Meat and meat preparations,Croatia,0.004077872938062383
285,2018,Meat and meat preparations,Bolivia (Plurinational State of),0.003886255630799484
286,2018,Meat and meat preparations,Guatemala,0.003612479121141053
287,2018,Meat and meat preparations,Kazakhstan,0.0035408394853370475
288,2018,Meat and meat preparations,Malaysia,0.0033772121833588807
289,2018,Meat and meat preparations,Uganda,0.0031826266304862856
290,2018,Meat and meat preparations,Saudi Arabia,0.00292609453127223
291,2018,Meat and meat preparations,Czechia,0.002873038881715002
292,2018,Meat and meat preparations,Estonia,0.0027161518690432675
293,2018,Meat and meat preparations,Slovakia,0.0023157288721778503
294,2018,Meat and meat preparations,Greece,0.0020199879228619635
295,2018,Meat and meat preparations,Botswana,0.0018883760640811048
296,2018,Meat and meat preparations,Latvia,0.0017705003836332295
297,2018,Meat and meat preparations,United Arab Emirates,0.001730851224143466
298,2018,Meat and meat preparations,Romania,0.0016163479980188297
299,2018,Meat and meat preparations,Slovenia,0.0015941907150282919
300,2018,Meat and meat preparations,Turkey,0.001477839453045404
301,2018,Meat and meat preparations,Bosnia Herzegovina,0.0011253530785099563
302,2018,Meat and meat preparations,Sri Lanka,0.0009993096562816272
303,2018,Meat and meat preparations,Singapore,0.0009549939201861486
304,2018,Meat and meat preparations,Sweden,0.0008467176478520486
305,2018,Meat and meat preparations,Mexico,0.000628778949127263
306,2018,Meat and meat preparations,Mauritius,0.00046743026638451467
307,2018,Meat and meat preparations,Pakistan,0.00035227048354324615
308,2018,Meat and meat preparations,Bulgaria,0.00034216551235429475
309,2018,Meat and meat preparations,Switzerland,0.0002864860949903923
310,2018,Meat and meat preparations,Finland,0.00027267293863937045
311,2018,Meat and meat preparations,North Macedonia,0.00019292768161171446
312,2018,Meat and meat preparations,Colombia,9.737602103385852e-05
313,2018,Meat and meat preparations,Georgia,8.094057659507303e-05
314,2018,Meat and meat preparations,Fiji,7.964458636939623e-05
315,2018,Meat and meat preparations,Montenegro,6.942190580149408e-05
316,2018,Meat and meat preparations,Philippines,4.81216131186051e-05
317,2018,Meat and meat preparations,Mongolia,4.0849406635682843e-05
318,2018,Meat and meat preparations,Kuwait,3.585821748749237e-05
319,2018,Meat and meat preparations,Jordan,3.396276487391947e-05
320,2018,Meat and meat preparations,Rep. of Korea,3.209075047514594e-05
321,2018,Meat and meat preparations,El Salvador,2.024581619642844e-05
322,2018,Meat and meat preparations,Jamaica,1.0492318865764292e-05
323,2018,Meat and meat preparations,Norway,1.0196078289326878e-05
324,2018,Meat and meat preparations,Iceland,8.258173630612071e-06
325,2018,Meat and meat preparations,Armenia,7.866268935071934e-06
326,2018,Meat and meat preparations,State of Palestine,4.336489917870531e-06
327,2018,Meat and meat preparations,Kyrgyzstan,2.293599514939977e-06
328,2018,Meat and meat preparations,Viet Nam,1.937363267131314e-06
329,2018,Meat and meat preparations,Rep. of Moldova,1.3544952672979102e-06
330,2018,Meat and meat preparations,Cyprus,1.2148392768075686e-06
331,2018,Meat and meat preparations,Qatar,1.2092601080690695e-06
332,2018,Meat and meat preparations,Lao People's Dem. Rep.,7.945890813300255e-07
333,2018,Meat and meat preparations,Luxembourg,4.1765470175883134e-07
334,2018,Meat and meat preparations,Lebanon,4.147640379652231e-07
335,2018,Meat and meat preparations,Indonesia,2.7985748655722846e-07
336,2018,Meat and meat preparations,Azerbaijan,2.493952717004561e-07
337,2018,Meat and meat preparations,Morocco,9.239769961753453e-08
338,2018,Meat and meat preparations,Myanmar,3.970838771189794e-08
339,2018,Meat and meat preparations,Belize,3.172710556813766e-08
340,2018,Meat and meat preparations,Dominican Rep.,9.753382332313309e-09
341,2018,Meat and meat preparations,Albania,6.153489375794122e-09
342,2018,Meat and meat preparations,Niger,5.605514733378968e-09
343,2018,Meat and meat preparations,Zambia,5.023372555236425e-09
344,2018,Meat and meat preparations,Brunei Darussalam,1.4083489154642589e-09
345,2018,Meat and meat preparations,Nigeria,1.374521829219569e-09
346,2018,Meat and meat preparations,United Rep. of Tanzania,1.242222237366163e-09
347,2018,Meat and meat preparations,Zimbabwe,7.731825051685171e-10
348,2018,Meat and meat preparations,Senegal,5.25504481857853e-10
349,2018,Meat and meat preparations,Sao Tome and Principe,5.190389945499516e-10
350,2018,Meat and meat preparations,Grenada,7.671682661221957e-12
351,2018,Meat and meat preparations,Madagascar,5.7663863244166045e-12
352,2018,Meat and meat preparations,Aruba,0.0
353,2018,Meat and meat preparations,Barbados,0.0
354,2018,Meat and meat preparations,Bermuda,0.0
355,2018,Meat and meat preparations,Burundi,0.0
356,2018,Meat and meat preparations,Cabo Verde,0.0
357,2018,Meat and meat preparations,Cambodia,0.0
358,2018,Meat and meat preparations,"China, Macao SAR",0.0
359,2018,Meat and meat preparations,Comoros,0.0
360,2018,Meat and meat preparations,Congo,0.0
361,2018,Meat and meat preparations,Dem. Rep. of the Congo,0.0
362,2018,Meat and meat preparations,Ecuador,0.0
363,2018,Meat and meat preparations,Gambia,0.0
364,2018,Meat and meat preparations,Guyana,0.0
365,2018,Meat and meat preparations,Kiribati,0.0
366,2018,Meat and meat preparations,Lesotho,0.0
367,2018,Meat and meat preparations,Mauritania,0.0
368,2018,Meat and meat preparations,Peru,0.0
369,2018,Meat and meat preparations,Seychelles,0.0
370,2018,Meat and meat preparations,Tajikistan,0.0
371,2018,Meat and meat preparations,Uzbekistan,0.0
372,2019,Meat and meat preparations,Brazil,0.17168937632485165
373,2019,Meat and meat preparations,USA,0.1431652466972529
374,2019,Meat and meat preparations,Australia,0.06561604198281014
375,2019,Meat and meat preparations,Germany,0.06531964768711332
376,2019,Meat and meat preparations,Netherlands,0.051578444799314255
377,2019,Meat and meat preparations,Spain,0.04463749401841924
378,2019,Meat and meat preparations,Poland,0.04366358096932887
379,2019,Meat and meat preparations,India,0.028834919529549696
380,2019,Meat and meat preparations,France,0.02628937101557115
381,2019,Meat and meat preparations,South Africa,0.02453323973230121
382,2019,Meat and meat preparations,China,0.023399516316876545
383,2019,Meat and meat preparations,Russian Federation,0.02323185520563005
384,2019,Meat and meat preparations,Ukraine,0.023070630982450237
385,2019,Meat and meat preparations,Belgium,0.018382809155813914
386,2019,Meat and meat preparations,Denmark,0.018163653576852134
387,2019,Meat and meat preparations,Belarus,0.013803017432597304
388,2019,Meat and meat preparations,Argentina,0.013375503232185601
389,2019,Meat and meat preparations,Thailand,0.013242884917554855
390,2019,Meat and meat preparations,Italy,0.013175524614654184
391,2019,Meat and meat preparations,"China, Hong Kong SAR",0.011671419083739726
392,2019,Meat and meat preparations,New Zealand,0.010144600737754398
393,2019,Meat and meat preparations,Kenya,0.010106123481109595
394,2019,Meat and meat preparations,United Kingdom,0.009212504310009742
395,2019,Meat and meat preparations,Hungary,0.009075073049283226
396,2019,Meat and meat preparations,Canada,0.008064520478325194
397,2019,Meat and meat preparations,United Arab Emirates,0.006966487299668783
398,2019,Meat and meat preparations,Japan,0.006872839351153461
399,2019,Meat and meat preparations,Namibia,0.0067788883520981625
400,2019,Meat and meat preparations,Ireland,0.0064766577858485835
401,2019,Meat and meat preparations,Portugal,0.006360213427773714
402,2019,Meat and meat preparations,Benin,0.006317315801026699
403,2019,Meat and meat preparations,Paraguay,0.0059329958568578615
404,2019,Meat and meat preparations,Guatemala,0.005637326364024516
405,2019,Meat and meat preparations,Croatia,0.005143109532140353
406,2019,Meat and meat preparations,Lithuania,0.005115941267068497
407,2019,Meat and meat preparations,Israel,0.005100828426877715
408,2019,Meat and meat preparations,Serbia,0.004991929865023026
409,2019,Meat and meat preparations,Nicaragua,0.00480445405678714
410,2019,Meat and meat preparations,Uruguay,0.004171859970945343
411,2019,Meat and meat preparations,Bolivia (Plurinational State of),0.003864489222553536
412,2019,Meat and meat preparations,Malaysia,0.0038206253952510713
413,2019,Meat and meat preparations,Estonia,0.0031056348455632474
414,2019,Meat and meat preparations,Turkey,0.002923149152804583
415,2019,Meat and meat preparations,Czechia,0.0028181036307594665
416,2019,Meat and meat preparations,Greece,0.0023870087361716977
417,2019,Meat and meat preparations,Slovakia,0.002134798668502373
418,2019,Meat and meat preparations,Latvia,0.0017658797424027364
419,2019,Meat and meat preparations,Slovenia,0.0016817897405293995
420,2019,Meat and meat preparations,Romania,0.001558870928633295
421,2019,Meat and meat preparations,Kazakhstan,0.0015071393610638255
422,2019,Meat and meat preparations,Mexico,0.0013974471680187808
423,2019,Meat and meat preparations,Sweden,0.0008926089894490487
424,2019,Meat and meat preparations,Sri Lanka,0.0008066207893670186
425,2019,Meat and meat preparations,Bosnia Herzegovina,0.0008063636398326485
426,2019,Meat and meat preparations,Pakistan,0.0005708691872826285
427,2019,Meat and meat preparations,Switzerland,0.0005701456341117907
428,2019,Meat and meat preparations,Saudi Arabia,0.0005206086199648954
429,2019,Meat and meat preparations,Botswana,0.0004279821449874513
430,2019,Meat and meat preparations,Finland,0.0003570781245281413
431,2019,Meat and meat preparations,Georgia,0.00033485230512247076
432,2019,Meat and meat preparations,Bulgaria,0.000298242642283588
433,2019,Meat and meat preparations,Qatar,0.00027001840227442765
434,2019,Meat and meat preparations,North Macedonia,0.0002337537999818144
435,2019,Meat and meat preparations,Uganda,0.00020708919508790507
436,2019,Meat and meat preparations,Viet Nam,0.00013002480931699145
437,2019,Meat and meat preparations,Jamaica,9.757413950123719e-05
438,2019,Meat and meat preparations,Montenegro,9.619561524049628e-05
439,2019,Meat and meat preparations,Rep. of Korea,9.38086154682258e-05
440,2019,Meat and meat preparations,Colombia,6.43981523803647e-05
441,2019,Meat and meat preparations,Singapore,3.8072934121763696e-05
442,2019,Meat and meat preparations,Jordan,3.178241219715438e-05
443,2019,Meat and meat preparations,Iceland,1.0248691932204017e-05
444,2019,Meat and meat preparations,Myanmar,8.628003891420351e-06
445,2019,Meat and meat preparations,Kyrgyzstan,7.0241743087068736e-06
446,2019,Meat and meat preparations,Armenia,5.6038992010740915e-06
447,2019,Meat and meat preparations,Norway,5.170689954526956e-06
448,2019,Meat and meat preparations,State of Palestine,3.7476419723667887e-06
449,2019,Meat and meat preparations,Lebanon,3.726600843438431e-06
450,2019,Meat and meat preparations,Rep. of Moldova,3.441802014781962e-06
451,2019,Meat and meat preparations,Cyprus,3.174244747840512e-06
452,2019,Meat and meat preparations,Lao People's Dem. Rep.,2.912362222070959e-06
453,2019,Meat and meat preparations,Kuwait,2.2687968315603024e-06
454,2019,Meat and meat preparations,Barbados,2.1006887899092356e-06
455,2019,Meat and meat preparations,Morocco,1.7769446048865855e-06
456,2019,Meat and meat preparations,Mongolia,1.340620618848825e-06
457,2019,Meat and meat preparations,Philippines,1.1931899991458558e-06
458,2019,Meat and meat preparations,Tajikistan,1.1540504276149268e-06
459,2019,Meat and meat preparations,Indonesia,1.1394689048018329e-06
460,2019,Meat and meat preparations,Seychelles,9.318974333826763e-07
